GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000157851	2	27070615	27173219	129	6	29518	-0.78372	0.7834	DPYSL5
ENSG00000084764	2	27193480	27250064	61	5	27766	0.78906	0.21504	MAPRE3
ENSG00000119777	2	27255778	27264563	9	4	27765	-0.44566	0.67208	TMEM214
ENSG00000084693	2	27265232	27293490	29	4	29398	0.10412	0.45854	AGBL5
ENSG00000138080	2	27301435	27309271	3	1	31844	0.68397	0.247	EMILIN1
ENSG00000138030	2	27309615	27323640	13	1	31491	1.0207	0.15369	KHK
ENSG00000138028	2	27321757	27341995	28	4	30627	1.009	0.15648	CGREF1
ENSG00000143994	2	27346682	27353680	8	2	31557	-0.31233	0.62261	ABHD1
ENSG00000138073	2	27353624	27357543	6	2	24539	0.58029	0.28086	PREB
ENSG00000186143	2	27359723	27362278	7	3	27135	0.029304	0.48831	C2orf53
ENSG00000163792	2	27371872	27376378	6	2	31462	0.22133	0.41242	TCF23
ENSG00000138074	2	27422455	27435826	8	2	28812	-0.39619	0.65402	SLC5A6
ENSG00000138085	2	27434895	27440046	6	2	31422	-0.10333	0.54115	ATRAID
ENSG00000084774	2	27440258	27466811	24	2	31511	-0.31655	0.62421	CAD
ENSG00000115194	2	27476552	27498685	19	3	27587	-0.29799	0.61715	SLC30A3
ENSG00000163793	2	27498289	27504367	7	2	27625	-1.8644	0.96886	DNAJC5G
ENSG00000138100	2	27505260	27530307	29	4	30512	-1.1948	0.88391	TRIM54
ENSG00000115204	2	27532360	27548547	8	2	27989	-2.1785	0.98532	MPV17
ENSG00000115207	2	27548716	27579868	25	4	24525	-0.18745	0.57435	GTF3C2
ENSG00000115211	2	27587219	27593353	6	2	29761	-2.317	0.98975	EIF2B4
ENSG00000115234	2	27593389	27599995	6	2	31844	-1.3319	0.90856	SNX17
ENSG00000163795	2	27600098	27603657	1	1	31844	-1.1445	0.8738	ZNF513
ENSG00000115241	2	27604061	27632554	33	2	30557	-1.8472	0.96764	PPM1G
ENSG00000115216	2	27650657	27665126	14	2	31744	-1.4441	0.92565	NRBP1
ENSG00000157992	2	27665233	27669348	3	1	31079	-1.9882	0.97661	KRTCAP3
ENSG00000138002	2	27667238	27712656	47	3	30503	-0.85538	0.80383	IFT172
ENSG00000115226	2	27714750	27718112	4	1	31844	-1.0446	0.85189	FNDC4
ENSG00000084734	2	27719709	27746554	35	5	30599	-0.10451	0.54162	GCKR
ENSG00000233438	2	27760253	27790011	65	6	29689	-0.48898	0.68757	AC109829.1
ENSG00000221843	2	27799389	27805588	8	3	27825	-1.4835	0.93104	C2orf16
ENSG00000243943	2	27805897	27858041	96	8	29948	0.21739	0.41395	ZNF512
ENSG00000176714	2	27848506	27851879	4	2	23158	0.41135	0.34041	CCDC121
ENSG00000198522	2	27851114	27874375	36	4	31224	1.8269	0.033854	GPN1
ENSG00000119760	2	27873679	27886676	7	1	35601	1.8315	0.033515	SUPT7L
ENSG00000163798	2	27886338	27917840	13	3	33171	2.6965	0.0035036	SLC4A1AP
ENSG00000205334	2	27928653	27938599	10	3	34922	3.3313	0.00043219	AC074091.13
ENSG00000243147	2	27994584	28210954	220	7	44895	3.4997	0.0002329	MRPL33
ENSG00000268656	2	27998851	28009186	8	3	37574	4.269	9.818e-06	AC110084.1
ENSG00000171174	2	28004231	28113965	134	5	46266	3.7	0.00010779	RBKS
ENSG00000158019	2	28112808	28561768	586	32	28325	2.7556	0.0029294	BRE
ENSG00000075426	2	28615315	28640179	27	3	28368	0.58525	0.27919	FOSL2
ENSG00000163803	2	28680012	28866654	619	64	28412	2.0372	0.020815	PLB1
ENSG00000213639	2	28974506	29025806	99	8	30798	-0.35657	0.63929	PPP1CB
ENSG00000163806	2	29005383	29073477	113	9	30002	-0.78298	0.78318	SPDYA
ENSG00000171103	2	29072687	29093167	33	4	31566	-0.70966	0.76104	TRMT61B
ENSG00000163811	2	29117509	29171088	152	9	30970	-2.096	0.98196	WDR43
ENSG00000189350	2	29179477	29284239	371	28	30058	-0.65172	0.74271	FAM179A
ENSG00000179270	2	29283842	29297127	50	5	30184	-1.1688	0.87875	C2orf71
ENSG00000115295	2	29320571	29412509	259	17	30446	0.4508	0.32607	CLIP4
ENSG00000171094	2	29415640	30144432	2095	129	26999	0.56718	0.2853	ALK
ENSG00000119801	2	30369807	30383399	20	5	31108	0.30703	0.37941	YPEL5
ENSG00000213626	2	30454397	30546596	308	25	23380	-0.15684	0.56231	LBH
ENSG00000172954	2	30670092	30867091	661	20	29554	0.065679	0.47382	LCLAT1
ENSG00000162949	2	30945637	31043408	409	55	29658	-0.097133	0.53869	CAPN13
ENSG00000158089	2	31133333	31378068	907	57	27631	1.2385	0.10777	GALNT14
ENSG00000214711	2	31395924	31456724	417	29	26893	1.134	0.12839	CAPN14
ENSG00000013016	2	31456880	31492313	120	14	30535	-1.1602	0.87701	EHD3
ENSG00000158125	2	31557187	31637581	265	30	25330	0.44324	0.3288	XDH
ENSG00000162959	2	32090129	32236299	242	14	22537	0.33775	0.36778	MEMO1
ENSG00000162961	2	32092878	32264881	309	12	21439	0.35609	0.36089	DPY30
ENSG00000021574	2	32288680	32382706	204	12	25519	1.1087	0.13379	SPAST
ENSG00000152683	2	32390933	32449448	129	12	26469	1.4339	0.075805	SLC30A6
ENSG00000091106	2	32449522	32490923	76	6	28989	1.081	0.13985	NLRC4
ENSG00000119820	2	32502979	32541663	51	11	19236	0.82996	0.20328	YIPF4
ENSG00000115760	2	32582096	32843966	222	23	22223	1.0793	0.14023	BIRC6
ENSG00000018699	2	32853099	33046118	465	28	29037	-0.044089	0.51758	TTC27
ENSG00000049323	2	33172039	33624576	1611	67	25082	-0.58375	0.7203	LTBP1
ENSG00000152689	2	33661391	33789817	447	64	28634	-1.0756	0.85895	RASGRP3
ENSG00000119812	2	33808725	33824449	39	7	30098	1.3839	0.083187	FAM98A
ENSG00000150938	2	36583069	36778278	497	44	29439	-0.88222	0.81117	CRIM1
ENSG00000217075	2	36758948	36779411	55	9	30080	0.42116	0.33682	AC007401.2
ENSG00000171055	2	36778570	36873230	353	24	27652	-0.19757	0.57831	FEZ2
ENSG00000205221	2	36923833	37041935	457	58	28325	2.3443	0.0095314	VIT
ENSG00000268688	2	37068327	37068530	1	1	31844	1.5741	0.05773	AC007382.1
ENSG00000115808	2	37070783	37193615	259	13	29530	3.7455	9.003e-05	STRN
ENSG00000008869	2	37195526	37311485	257	21	27312	3.8616	5.6326e-05	HEATR5B
ENSG00000152133	2	37311594	37326387	8	4	27471	2.3291	0.009928	GPATCH11
ENSG00000055332	2	37326353	37384208	75	12	27873	2.7371	0.0030993	EIF2AK2
ENSG00000138068	2	37394963	37423741	123	8	31192	3.0598	0.0011074	SULT6B1
ENSG00000218739	2	37423631	37443336	26	6	32368	2.5593	0.0052436	CEBPZ-AS1
ENSG00000115816	2	37428755	37458856	45	9	30899	2.401	0.0081754	CEBPZ
ENSG00000003509	2	37458774	37480546	59	8	30515	1.9043	0.028438	NDUFAF7
ENSG00000115825	2	37477645	37551951	162	16	32250	2.208	0.013622	PRKD3
ENSG00000115828	2	37571717	37600465	66	13	30206	1.3819	0.0835	QPCT
ENSG00000163171	2	37869032	37965611	366	36	27854	-0.036112	0.5144	CDC42EP3
ENSG00000115841	2	38150330	38294285	467	25	29516	0.47942	0.31582	RMDN2
ENSG00000138061	2	38294116	38337044	158	20	27765	-0.94392	0.8274	CYP1B1
ENSG00000119787	2	38522022	38604427	275	11	28488	1.5277	0.063289	ATL2
ENSG00000143889	2	38789120	38830728	90	11	30285	1.2396	0.10757	HNRNPLL
ENSG00000143891	2	38893052	38968379	222	24	29305	1.2752	0.10112	GALM
ENSG00000115875	2	38970741	38978636	9	4	26816	1.6881	0.045698	SRSF7
ENSG00000152147	2	38978676	39012142	66	7	27333	1.3153	0.094209	GEMIN6
ENSG00000163214	2	39024871	39103075	169	13	25161	1.0307	0.15133	DHX57
ENSG00000188010	2	39103103	39156213	85	10	25272	0.31407	0.37673	MORN2
ENSG00000214694	2	39117021	39202590	128	17	26963	0.68758	0.24586	ARHGEF33
ENSG00000269210	2	39186764	39187483	1	1	31844	-0.74148	0.7708	AC019171.1
ENSG00000115904	2	39208537	39351486	272	8	29980	0.0078167	0.49688	SOS1
ENSG00000205111	2	39402787	39456729	128	9	20600	0.30429	0.38045	CDKL4
ENSG00000011566	2	39476407	39664453	389	18	30379	0.90075	0.18386	MAP4K3
ENSG00000152154	2	39892122	39945103	87	9	24704	0.41311	0.33976	TMEM178A
ENSG00000138050	2	39963200	40006407	98	7	26513	1.0547	0.14577	THUMPD2
ENSG00000183023	2	40324410	40838193	1700	90	28307	2.4724	0.00671	SLC8A1
ENSG00000268898	2	40488147	40490117	6	2	31844	1.5396	0.061831	AC007377.1
ENSG00000205086	2	42162508	42181406	50	11	30461	1.5206	0.064183	C2orf91
ENSG00000162878	2	42275160	42285668	31	5	29698	0.18305	0.42738	PKDCC
ENSG00000143924	2	42396490	42559688	404	15	29825	0.58482	0.27933	EML4
ENSG00000115944	2	42560686	42652228	177	15	27148	0.38095	0.35162	COX7A2L
ENSG00000171126	2	42669157	42721237	132	20	30701	-0.70377	0.75921	KCNG3
ENSG00000057935	2	42721709	42984087	560	15	30721	-0.81596	0.79274	MTA3
ENSG00000162881	2	42989642	42991401	6	1	31844	-0.42395	0.6642	OXER1
ENSG00000162882	2	42994229	43019733	124	9	30840	0.22907	0.40941	HAAO
ENSG00000115970	2	43393800	43823185	910	38	20675	-0.29536	0.61614	THADA
ENSG00000152518	2	43449541	43453748	6	3	15540	-0.73139	0.76773	ZFP36L2
ENSG00000152527	2	43864412	43995126	468	31	30380	-0.41617	0.66136	PLEKHH2
ENSG00000138036	2	44001178	44037149	167	14	29198	-0.039092	0.51559	DYNC2LI1
ENSG00000138075	2	44039611	44066004	102	15	29541	0.81278	0.20817	ABCG5
ENSG00000143921	2	44066103	44105605	130	12	26720	1.0743	0.14135	ABCG8
ENSG00000138095	2	44113647	44223144	202	14	28813	0.30961	0.37843	LRPPRC
ENSG00000138032	2	44395108	44471523	135	11	30047	-0.58309	0.72008	PPM1B
ENSG00000138079	2	44502599	44548633	100	7	29797	-3.7415	0.99991	SLC3A1
ENSG00000138078	2	44543420	44589001	117	9	29667	-1.8966	0.97106	PREPL
ENSG00000143919	2	44589089	44999731	923	30	28784	-1.8678	0.96911	CAMKMT
ENSG00000138083	2	45168902	45173216	15	5	31146	1.7768	0.037801	SIX3
ENSG00000170577	2	45232300	45236569	11	5	31844	-0.91595	0.82015	SIX2
ENSG00000068784	2	45615819	45839304	554	23	29285	1.3531	0.088015	SRBD1
ENSG00000171132	2	45878484	46415129	1817	167	28383	2.0399	0.020678	PRKCE
ENSG00000116016	2	46520806	46613836	250	31	28390	0.77467	0.21927	EPAS1
ENSG00000187600	2	46656329	46711564	175	12	29078	0.6118	0.27034	TMEM247
ENSG00000250565	2	46717889	46769696	144	17	30525	0.87628	0.19044	ATP6V1E2
ENSG00000119729	2	46768945	46810260	73	11	30995	0.46836	0.31976	RHOQ
ENSG00000151665	2	46808076	46844258	60	7	31143	1.0534	0.14609	PIGF
ENSG00000119878	2	46843555	46852881	24	5	30042	0.6886	0.24554	CRIPT
ENSG00000171150	2	46926091	46990268	202	23	29522	-0.10483	0.54174	SOCS5
ENSG00000222005	2	47043807	47049796	22	4	27842	-0.010094	0.50403	LINC01118
ENSG00000239332	2	47043836	47086146	151	27	30118	0.32544	0.37242	LINC01119
ENSG00000180398	2	47129009	47168994	90	10	31027	0.76063	0.22344	MCFD2
ENSG00000068724	2	47143296	47303276	502	44	29254	0.016828	0.49329	TTC7A
ENSG00000239605	2	47272677	47382517	374	46	30430	1.4556	0.072758	C2orf61
ENSG00000273269	2	47293080	47403650	359	44	30003	1.6209	0.052523	RP11-761B3.1
ENSG00000143933	2	47387221	47403740	33	7	28195	1.4312	0.076185	CALM2
ENSG00000119888	2	47572297	47614740	104	15	28277	-0.49025	0.68802	EPCAM
ENSG00000095002	2	47630108	47789450	353	22	28136	0.2744	0.39189	MSH2
ENSG00000184261	2	47743720	47798078	102	26	27606	-0.18468	0.57326	KCNK12
ENSG00000269563	2	47799601	47801998	7	2	31343	0.46836	0.31976	AC138655.1
ENSG00000116062	2	47922669	48037240	190	25	19969	0.21083	0.41651	MSH6
ENSG00000138081	2	48016455	48132932	158	21	17920	-0.68336	0.75281	FBXO11
ENSG00000170802	2	48541776	48606433	178	15	25433	2.1881	0.01433	FOXN2
ENSG00000162869	2	48667737	48742525	154	24	21453	2.2755	0.011437	PPP1R21
ENSG00000243244	2	48756522	48826025	175	12	29121	0.89507	0.18537	STON1
ENSG00000068781	2	48757064	49003654	697	42	27219	-0.0092101	0.50367	STON1-GTF2A1L
ENSG00000242441	2	48844937	48960287	283	23	27685	-0.53872	0.70496	GTF2A1L
ENSG00000138039	2	48859428	48982880	338	28	29079	-0.70525	0.75967	LHCGR
ENSG00000170820	2	49189296	49381676	750	30	30717	-1.4658	0.92865	FSHR
ENSG00000179915	2	50145643	51259674	3208	115	30604	1.567	0.058559	NRXN1
ENSG00000115239	2	53759810	54087170	938	51	27938	0.13106	0.44786	GPR75-ASB3
ENSG00000270898	2	53897430	54087297	508	20	27306	0.15507	0.43838	ASB3
ENSG00000143942	2	53994929	54002333	21	7	21802	-0.012184	0.50486	CHAC2
ENSG00000068912	2	54014181	54045956	73	11	27883	-0.27085	0.60675	ERLEC1
ENSG00000119737	2	54080050	54087126	15	5	26024	0.10942	0.45644	GPR75
ENSG00000068878	2	54091204	54197977	269	13	25671	-0.41837	0.66216	PSME4
ENSG00000170634	2	54197975	54532437	841	31	26859	-0.46619	0.67946	ACYP2
ENSG00000178021	2	54480315	54483409	8	2	30815	-1.5917	0.94428	TSPYL6
ENSG00000177994	2	54557171	54610879	122	16	30464	-1.1439	0.87366	C2orf73
ENSG00000115306	2	54683422	54896812	644	27	25631	0.28567	0.38756	SPTBN1
ENSG00000214595	2	54950636	55199157	810	57	26281	0.66168	0.25409	EML6
ENSG00000115310	2	55199325	55339757	414	28	24689	0.13492	0.44634	RTN4
ENSG00000162994	2	55401927	55459699	142	15	30273	2.0519	0.02009	CLHC1
ENSG00000143947	2	55459039	55462989	11	4	31801	0.16856	0.43307	RPS27A
ENSG00000085760	2	55463731	55496483	93	13	30117	0.31591	0.37603	MTIF2
ENSG00000115355	2	55514978	55647057	402	17	30020	-0.91603	0.82017	CCDC88A
ENSG00000163001	2	55746740	55773015	66	12	23319	-0.028822	0.5115	CCDC104
ENSG00000138041	2	55774428	55846015	162	16	30262	-0.075707	0.53017	SMEK2
ENSG00000138035	2	55861400	55921045	190	18	29088	-0.875	0.80921	PNPT1
ENSG00000115380	2	56093102	56151274	144	23	27874	-0.81689	0.793	EFEMP1
ENSG00000055813	2	56411258	56613308	539	41	29364	0.38251	0.35104	CCDC85A
ENSG00000028116	2	58134786	58387055	464	25	37628	6.7446	7.6706e-12	VRK2
ENSG00000115392	2	58386378	58468507	185	20	33701	4.4491	4.3112e-06	FANCL
ENSG00000119866	2	60678302	60780702	104	18	29280	1.1927	0.11648	BCL11A
ENSG00000115421	2	60983365	61029220	89	10	30955	1.4862	0.068614	PAPOLG
ENSG00000162924	2	61108656	61158745	56	11	20357	1.0707	0.14216	REL
ENSG00000162927	2	61167357	61245394	107	15	29015	0.52097	0.30119	PUS10
ENSG00000162928	2	61244360	61279125	42	8	30652	0.5543	0.28969	PEX13
ENSG00000162929	2	61293006	61391960	204	16	30150	0.21192	0.41608	KIAA1841
ENSG00000237651	2	61372243	61391964	70	4	31000	-0.09496	0.53783	C2orf74
ENSG00000173209	2	61404553	61418338	24	6	29338	0.83309	0.2024	AHSA2
ENSG00000115464	2	61414598	61697904	550	17	29942	0.86578	0.1933	USP34
ENSG00000082898	2	61704984	61765761	101	7	28565	0.71156	0.23837	XPO1
ENSG00000170264	2	62051989	62081278	82	11	23253	0.85709	0.1957	FAM161A
ENSG00000115484	2	62095224	62115939	64	9	23505	1.1116	0.13315	CCT4
ENSG00000173163	2	62115859	62374382	389	19	29014	-0.16492	0.5655	COMMD1
ENSG00000170340	2	62423248	62451866	46	9	27371	-2.5751	0.99499	B3GNT2
ENSG00000186889	2	62727356	62739029	52	10	29068	-0.28932	0.61383	TMEM17
ENSG00000115504	2	62900986	63273622	316	20	26697	0.94808	0.17155	EHBP1
ENSG00000115507	2	63277192	63284971	5	2	26375	0.98715	0.16178	OTX1
ENSG00000143951	2	63348518	64054977	1253	24	27810	0.092218	0.46326	WDPCP
ENSG00000014641	2	63815743	63834331	28	3	27943	-0.83022	0.79679	MDH1
ENSG00000169764	2	64068074	64118696	85	10	29078	1.5793	0.057138	UGP2
ENSG00000143952	2	64119280	64246206	268	21	23360	0.43764	0.33082	VPS54
ENSG00000197329	2	64319786	64371588	114	12	29384	-0.11037	0.54394	PELI1
ENSG00000119862	2	64681103	64688515	12	5	31418	0.63162	0.26382	LGALSL
ENSG00000119844	2	64751465	64820139	195	14	30864	-0.16452	0.56534	AFTPH
ENSG00000179833	2	64858755	64978139	212	18	29740	0.65557	0.25605	SERTAD2
ENSG00000115902	2	65215611	65250999	76	17	28415	-1.5399	0.93821	SLC1A4
ENSG00000011523	2	65283500	65314138	63	8	27646	-0.34686	0.63565	CEP68
ENSG00000138069	2	65297835	65357240	162	14	27018	-0.48377	0.68573	RAB1A
ENSG00000138071	2	65454887	65498387	107	11	21423	1.9272	0.026978	ACTR2
ENSG00000198369	2	65537985	65659771	277	18	27438	1.8219	0.034235	SPRED2
ENSG00000143995	2	66660584	66801001	277	34	27337	-1.3928	0.91816	MEIS1
ENSG00000143971	2	67624451	67637677	9	2	31589	0.16433	0.43474	ETAA1
ENSG00000197223	2	68268262	68338080	85	15	28727	2.7166	0.0032977	C1D
ENSG00000243667	2	68350068	68384692	64	8	25423	3.0309	0.0012191	WDR92
ENSG00000273398	2	68358370	68488362	258	10	27912	3.2169	0.00064781	RP11-474G23.1
ENSG00000115946	2	68384976	68403370	45	6	28199	2.8562	0.0021436	PNO1
ENSG00000221823	2	68405989	68483369	166	10	28259	3.2015	0.00068367	PPP3R1
ENSG00000119865	2	68511303	68547183	104	23	25903	0.5504	0.29102	CNRIP1
ENSG00000115956	2	68592305	68624585	183	14	29047	-0.24526	0.59687	PLEK
ENSG00000204923	2	68686551	68694390	7	2	27619	0.88225	0.18882	FBXO48
ENSG00000169621	2	68694693	68858004	404	10	29838	0.43945	0.33017	APLF
ENSG00000169618	2	68870721	68882708	35	11	24919	-0.80621	0.78994	PROKR1
ENSG00000163219	2	68906733	69053965	556	38	29738	-1.1083	0.86614	ARHGAP25
ENSG00000163217	2	69092613	69098649	10	3	31621	0.46205	0.32202	BMP10
ENSG00000183607	2	69172364	69180102	17	5	26875	0.82496	0.2047	GKN2
ENSG00000169605	2	69201705	69208106	34	7	27988	-0.78546	0.78391	GKN1
ENSG00000169604	2	69240310	69476459	747	70	29419	-0.49797	0.69075	ANTXR1
ENSG00000198380	2	69546905	69614382	152	9	29019	2.0174	0.021827	GFPT1
ENSG00000169599	2	69622882	69664760	120	9	30832	2.1446	0.015991	NFU1
ENSG00000115977	2	69688532	69901481	584	24	27184	1.094	0.13698	AAK1
ENSG00000196975	2	69871557	70053596	477	29	29719	0.67348	0.25032	ANXA4
ENSG00000087338	2	70056774	70108528	87	8	30689	1.677	0.046767	GMCL1
ENSG00000124380	2	70120692	70132707	21	4	28838	2.7211	0.0032528	SNRNP27
ENSG00000059728	2	70124820	70170077	87	6	29530	2.7232	0.0032331	MXD1
ENSG00000268328	2	70129482	70129841	1	1	31844	0.085077	0.4661	AC019206.1
ENSG00000244617	2	70187226	70189397	4	2	31565	1.8183	0.034511	ASPRV1
ENSG00000115998	2	70377012	70475747	213	16	30155	1.645	0.049982	C2orf42
ENSG00000116001	2	70436576	70475792	77	6	30072	1.9607	0.024956	TIA1
ENSG00000116005	2	70484518	70508323	47	3	30574	1.8407	0.032833	PCYOX1
ENSG00000143977	2	70508494	70520903	25	4	28920	1.7254	0.04223	SNRPG
ENSG00000035141	2	70523107	70529222	12	2	31844	1.4926	0.067769	FAM136A
ENSG00000163235	2	70674412	70781325	330	34	28718	1.1914	0.11674	TGFA
ENSG00000075340	2	70834750	70995357	559	29	28052	-0.016095	0.50642	ADD2
ENSG00000183733	2	71004442	71017775	51	4	29401	-0.84812	0.80181	FIGLA
ENSG00000152672	2	71035775	71047732	25	7	28216	0.63584	0.26244	CLEC4F
ENSG00000116031	2	71057347	71062952	24	5	28374	2.0212	0.021631	CD207
ENSG00000116035	2	71127720	71160576	86	14	28984	-0.46083	0.67754	VAX2
ENSG00000116039	2	71163012	71192536	102	21	29702	0.5165	0.30275	ATP6V1B1
ENSG00000258881	2	71166448	71222466	184	37	27690	0.50194	0.30785	AC007040.11
ENSG00000144031	2	71205510	71212626	26	6	29130	-0.44336	0.67125	ANKRD53
ENSG00000144043	2	71213068	71222075	33	7	27818	0.97169	0.1656	TEX261
ENSG00000124357	2	71291474	71306935	63	10	29742	1.6491	0.04956	NAGK
ENSG00000124370	2	71336814	71357369	77	8	26772	0.77062	0.22046	MCEE
ENSG00000124383	2	71357444	71377231	103	9	22045	1.4455	0.074156	MPHOSPH10
ENSG00000124374	2	71409869	71454213	172	19	19193	-0.27424	0.60805	PAIP2B
ENSG00000075292	2	71503691	71662199	436	20	25456	-1.2456	0.89354	ZNF638
ENSG00000135636	2	71680852	71913898	695	73	26681	-0.80636	0.78998	DYSF
ENSG00000003137	2	72356367	72375167	26	5	25864	0.96839	0.16642	CYP26B1
ENSG00000144036	2	72403113	73053170	624	15	16333	0.771	0.22035	EXOC6B
ENSG00000116096	2	73114489	73119287	1	1	1087	-0.073008	0.5291	SPR
ENSG00000135638	2	73143389	73162020	11	3	28261	3.2379	0.00060201	EMX1
ENSG00000144040	2	73169165	73302747	211	13	29191	0.24694	0.40248	SFXN5
ENSG00000135631	2	73300510	73383849	227	18	27496	-2.1976	0.98601	RAB11FIP5
ENSG00000214513	2	73429386	73439641	44	6	27763	-1.8978	0.97114	NOTO
ENSG00000135632	2	73441350	73454365	13	3	31055	-2.3593	0.99085	SMYD5
ENSG00000135617	2	73455134	73460366	6	2	27002	-0.61112	0.72944	PRADC1
ENSG00000135624	2	73460548	73480149	22	4	29343	-1.602	0.94542	CCT7
ENSG00000163013	2	73481810	73511559	49	12	22052	0.73454	0.23131	FBXO41
ENSG00000135625	2	73518058	73520833	2	1	31844	0.44215	0.32919	EGR4
ENSG00000116127	2	73612886	73837920	361	11	18356	0.34882	0.36361	ALMS1
ENSG00000144035	2	73867959	73869520	1	1	31844	0.66602	0.2527	NAT8
ENSG00000144034	2	73956231	73964527	9	1	31844	0.39436	0.34666	TPRKB
ENSG00000144048	2	73989311	74007284	14	3	28827	0.76202	0.22302	DUSP11
ENSG00000187833	2	74011316	74044274	13	4	18553	0.56711	0.28532	C2orf78
ENSG00000124356	2	74056086	74100786	82	13	29911	-0.19238	0.57628	STAMBP
ENSG00000163017	2	74119441	74146992	120	11	29255	-0.92683	0.82299	ACTG2
ENSG00000114956	2	74153953	74186088	82	7	22123	0.11529	0.45411	DGUOK
ENSG00000187605	2	74229840	74335303	179	10	26817	0.62197	0.26698	TET3
ENSG00000217702	2	74361599	74362521	3	2	21969	0.75342	0.2256	MGC10955
ENSG00000163170	2	74362525	74375121	34	5	30533	0.3408	0.36663	BOLA3
ENSG00000114978	2	74379655	74406025	54	4	30810	-0.23168	0.59161	MOB1A
ENSG00000065911	2	74425689	74444692	33	5	30951	0.19484	0.42276	MTHFD2
ENSG00000264324	2	74438731	74590504	245	27	27826	-1.3495	0.91141	RP11-287D1.3
ENSG00000188687	2	74443369	74570541	211	26	27541	-1.4114	0.92093	SLC4A5
ENSG00000204843	2	74588281	74619214	30	6	30451	-0.91332	0.81946	DCTN1
ENSG00000159239	2	74641304	74648718	8	2	29822	-1.0045	0.84242	C2orf81
ENSG00000005448	2	74648805	74652882	3	1	21892	-0.7589	0.77604	WDR54
ENSG00000114993	2	74652963	74669549	13	3	29283	-1.4441	0.92564	RTKN
ENSG00000115274	2	74682150	74688011	3	1	31844	-0.099416	0.5396	INO80B
ENSG00000239779	2	74685456	74688018	2	1	31844	-0.10988	0.54375	WBP1
ENSG00000115275	2	74688184	74692537	3	1	21892	0.47723	0.3166	MOGS
ENSG00000204822	2	74699085	74700449	1	1	31844	-0.09993	0.5398	MRPL53
ENSG00000135637	2	74699113	74710535	9	3	18486	-0.67679	0.75073	CCDC142
ENSG00000115282	2	74710200	74722013	8	2	27538	0.39163	0.34766	TTC31
ENSG00000179528	2	74724644	74730443	7	2	27249	-0.98196	0.83694	LBX2
ENSG00000115289	2	74732170	74735707	3	1	31764	0.58428	0.27952	PCGF1
ENSG00000115297	2	74740590	74744274	1	1	31844	0.2606	0.3972	TLX2
ENSG00000144045	2	74745258	74753463	4	2	18369	0.14118	0.44386	DQX1
ENSG00000115307	2	74753772	74757066	5	2	26257	-0.08068	0.53215	AUP1
ENSG00000115317	2	74756504	74760472	3	2	21592	-0.38043	0.64819	HTRA2
ENSG00000115318	2	74759541	74782817	9	4	25048	0.421	0.33688	LOXL3
ENSG00000115325	2	74776153	74784681	2	1	29597	-0.6337	0.73686	DOK1
ENSG00000159374	2	74785010	74875465	72	12	20919	-1.1128	0.8671	M1AP
ENSG00000135622	2	74881355	74909186	41	6	15708	-2.0907	0.98172	SEMA4F
ENSG00000159399	2	75061108	75120486	176	25	30951	-0.14457	0.55747	HK2
ENSG00000115350	2	75185619	75197255	22	5	27263	0.3772	0.35301	POLE4
ENSG00000115353	2	75273590	75426826	416	44	26568	-0.49739	0.69054	TACR1
ENSG00000115363	2	75696428	75796848	234	32	29989	1.3125	0.094676	EVA1A
ENSG00000115364	2	75873909	75917977	111	11	30570	-0.26292	0.6037	MRPL19
ENSG00000005436	2	75879126	75938115	134	10	30626	-0.20633	0.58173	GCFC2
ENSG00000176204	2	76974845	77820445	3440	107	29615	0.94347	0.17272	LRRTM4
ENSG00000143954	2	79252812	79255631	22	5	31312	-2.0395	0.9793	REG3G
ENSG00000172023	2	79312156	79315145	14	4	29653	-1.1946	0.88387	REG1B
ENSG00000115386	2	79347488	79350545	12	5	26466	1.3025	0.096381	REG1A
ENSG00000172016	2	79384132	79386879	4	2	23658	1.2963	0.097434	REG3A
ENSG00000066032	2	79412357	80875905	4690	262	28943	1.3939	0.081669	CTNNA2
ENSG00000162951	2	80515483	80531874	25	6	29609	-0.85232	0.80298	LRRTM1
ENSG00000163541	2	84650647	84687169	82	8	23417	-0.65595	0.74407	SUCLG1
ENSG00000115423	2	84743579	85046713	524	18	22989	0.67575	0.2496	DNAH6
ENSG00000186854	2	85048774	85134132	240	18	24095	0.98464	0.1624	TRABD2A
ENSG00000269417	2	85122209	85122345	2	1	31844	-0.16233	0.56448	AC022210.1
ENSG00000034510	2	85132749	85133795	4	2	13624	1.0651	0.1434	TMSB10
ENSG00000176407	2	85198216	85286595	148	12	20959	1.5782	0.05726	KCMF1
ENSG00000152284	2	85360533	85537511	516	46	26633	0.37392	0.35423	TCF7L1
ENSG00000152291	2	85545147	85555548	29	2	29651	1.2984	0.09707	TGOLN2
ENSG00000042445	2	85569211	85581743	21	6	31188	1.2723	0.10163	RETSAT
ENSG00000115459	2	85581517	85618875	78	12	21882	0.54049	0.29443	ELMOD3
ENSG00000042493	2	85621871	85645555	78	11	24336	0.16757	0.43346	CAPG
ENSG00000152292	2	85645844	85664152	58	12	26808	-0.30453	0.61964	SH2D6
ENSG00000168906	2	85766288	85772403	4	1	31844	0.57961	0.28109	MAT2A
ENSG00000115486	2	85771846	85788670	32	6	27522	0.94	0.17361	GGCX
