ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000016864	GLT8D1	3	52728505	52740048	-1	protein_coding	55830	GLT8D1	0.00348977535071494	NA	42	21.5	705	3.7295e-42	0	eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/HipSci_ge_iPSC:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/TwinsUK_ge_LCL:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid	-	Yes	EP_links_oneway:Promoter_anchored_loops:IMR90:Mesenchymal_Stem_Cell	5.916e-22	rs2710323;rs731831;rs3755799;rs55807227;rs9311474;rs353547;rs6802320;rs352158;rs2256332;rs4687554;rs2255107;rs2581818;rs4687662;rs1080500;rs731831:rs2256332:rs4687554:rs55807227:rs731831;rs6802320:rs2710323:rs2710323;rs3755799:rs4687554;rs2255107:rs2256332;rs1080500:rs2581818:rs1080500:rs731831;rs3755799:rs2581818;rs4687662:rs2256332	57
ENSG00000114902	SPCS1	3	52738971	52742182	1	protein_coding	28972	SPCS1	0.118910837533606	NA	30	12.57	756	4.9622e-110	0	eQTLcatalogue/CEDAR_platelet:DICE/T_CD4_TH2:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_NoSVA_cis:BRAINEAC/FCTX:BRAINEAC/aveALL:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts	-	Yes	EP_links_oneway:Promoter_anchored_loops:IMR90:Mesenchymal_Stem_Cell	5.916e-22	rs2710323;rs731831;rs3755799;rs55807227;rs6802320;rs9311474;rs352158;rs353547;rs2256332;rs4687662;rs4687554;rs2255107;rs1080500;rs2581818;rs4687715;rs13080668;rs312476;rs562331;rs731831:rs2256332:rs4687554:rs1080500:rs2710323;rs3755799:rs2710323:rs55807227:rs731831;rs3755799:rs4687554;rs2255107:rs2256332;rs1080500:rs2581818:rs2581818;rs4687662:rs2256332	57
ENSG00000114904	NEK4	3	52744800	52804965	-1	protein_coding	6787	NEK4	1.21649867284356e-12	-0.304519766	97	24.2	777	1.61187e-27	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Quach_2016_ge_monocyte_IAV:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_skin:PsychENCODE_eQTLs:DICE/T_CD4_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	+	Yes	IMR90	5.916e-22	rs2710323;rs731831;rs3755799;rs55807227;rs6802320;rs9311474;rs352158;rs353547;rs2256332;rs4687662;rs4687554;rs2255107;rs1080500;rs2581818;rs562331;rs2256332:rs4687554;rs2255107:rs4687554	57
ENSG00000055957	ITIH1	3	52811603	52826078	1	protein_coding	3697	ITIH1	4.79131815203759e-18	-0.271541079	55	25.1	515	6.67814e-13	0	eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Nerve_Tibial:GTEx/v8/Testis	+	Yes	Promoter_anchored_loops:EP_correlation_organ_oneway:Adult_Cortex:Fetal_Cortex:IMR90	5.916e-22	rs2710323;rs731831;rs3755799;rs4687554;rs2256332;rs2255107;rs6802320;rs353547;rs9311474;rs55807227;rs2581818;rs4687662;rs1080500;rs3755799:rs731831:rs2710323:rs2710323;rs2256332:rs731831;rs3755799:rs4687715:rs55807227:rs4687554;rs2255107:rs2256332:rs4687554	57
ENSG00000162267	ITIH3	3	52828784	52843025	1	protein_coding	3699	ITIH3	6.66881160948057e-12	0.023184955	49	25.1	647	9.33515e-60	0	PsychENCODE_eQTLs:DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Muscle_Skeletal	-	Yes	Promoter_anchored_loops:EP_correlation_organ_oneway:IMR90	5.916e-22	rs2710323;rs731831;rs3755799;rs2256332;rs4687662;rs4687554;rs2255107;rs1080500;rs2581818;rs9311474;rs352158;rs353547;rs6802320;rs55807227;rs4687715;rs2256332:rs4687554:rs4687715:rs4687554	57
ENSG00000055955	ITIH4	3	52846991	52865495	-1	protein_coding	3700	ITIH4	4.63110952740984e-05	0.372344058	48	22.3	888	3.27167000000001e-310	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLcatalogue/Naranbhai_2015_neutrophil_CD16:eQTLcatalogue/TwinsUK_ge_skin:PsychENCODE_eQTLs:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/T_CD4_TFH:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/PUTM:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Kidney_Cortex:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Uterus:GTEx/v8/Vagina	-	Yes	Promoter_anchored_loops:Liver:Spleen:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	5.916e-22	rs2710323;rs2256332;rs731831;rs3755799;rs4687662;rs4687554;rs6802320;rs353547;rs9311474;rs352158;rs2255107;rs1080500;rs2581818;rs4687715;rs13080668;rs312476;rs55807227;rs562331;rs3755799:rs731831;rs3755799:rs2710323:rs2256332:rs4687554;rs2255107:rs4687554:rs2256332;rs1080500:rs2581818:rs2581818;rs4687662:rs2256332;rs2255107:rs2255107	57
ENSG00000243696	RP5-966M1.6	3	52847298	52869745	-1	protein_coding	NA	NA	NA	NA	49	22.3	864	3.27167000000001e-310	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/GENCORD_ge_LCL:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Quach_2016_ge_monocyte_IAV:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/TwinsUK_ge_blood:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_LCL:eQTLcatalogue/TwinsUK_ge_skin:PsychENCODE_eQTLs:DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis	-	Yes	Promoter_anchored_loops:Liver:Spleen:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	5.916e-22	rs2710323;rs2256332;rs731831;rs3755799;rs4687662;rs4687554;rs6802320;rs353547;rs2255107;rs1080500;rs2581818;rs13080668;rs9311474;rs352158;rs4687715;rs562331;rs312476;rs55807227;rs3755799:rs731831;rs3755799:rs2710323:rs2256332:rs4687554;rs2255107:rs4687554:rs2256332;rs1080500:rs2581818:rs2581818;rs4687662:rs2256332;rs2255107:rs2255107	57
ENSG00000272573	MUSTN1	3	52867130	52869235	-1	protein_coding	389125	MUSTN1	0.00175218786439621	0.119815547	34	22.3	657	4.48932e-30	1.16289e-23	eQTLcatalogue/Lepik_2017_ge_blood:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts	-	Yes	Promoter_anchored_loops:Liver:Spleen:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	5.916e-22	rs2256332;rs4687554;rs4687662;rs2255107;rs731831;rs353547;rs6802320;rs2710323;rs3755799;rs9311474;rs352158;rs1080500;rs2581818;rs55807227;rs4687715;rs13080668;rs312476;rs562331;rs3755799:rs731831;rs3755799:rs2710323:rs2256332:rs4687554;rs2255107:rs4687554:rs2256332;rs1080500:rs2581818:rs2581818;rs4687662:rs2256332;rs2255107:rs2255107	57
ENSG00000248592	TMEM110-MUSTN1	3	52867137	52931578	-1	protein_coding	100526772	TMEM110-MUSTN1	0.684628071972952	NA	98	22.3	553	2.33656e-44	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:PsychENCODE_eQTLs:DICE/T_CD4_naive_activated:DICE/Monocyte_non_classical:DICE/T_CD4_TH2:BIOSQTL/BIOS_eQTL_geneLevel	-	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.916e-22	rs2256332;rs4687554;rs4687662;rs2255107;rs2581818;rs731831;rs353547;rs6802320;rs2710323;rs3755799;rs1080500;rs55807227;rs2255107:rs2581818:rs2581818;rs4687662:rs2710323;rs3755799:rs2710323:rs731831;rs3755799:rs4687554:rs4687662:rs2256332:rs2256332;rs4687554:rs2256332;rs1080500:rs55807227:rs4687715:rs13080668;rs4687715:rs2256332;rs2255107:rs2255107:rs731831:rs2710323;rs2256332:rs1080500:rs3755799	57
ENSG00000213533	TMEM110	3	52870235	52931612	-1	protein_coding	375346	TMEM110	0.901349032819805	0.932919987	95	22.3	811	1.3652e-138	0	EyeGEx:eQTLcatalogue/Alasoo_2018_ge_macrophage_IFNg:eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_LPS2:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Nedelec_2016_ge_macrophage_Listeria:PsychENCODE_eQTLs:DICE/T_CD4_naive_activated:DICE/T_CD8_naive_activated:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Testis:GTEx/v8/Thyroid	-	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.916e-22	rs4687554;rs2256332;rs4687662;rs2255107;rs731831;rs3755799;rs2710323;rs1080500;rs2581818;rs9311474;rs352158;rs6802320;rs353547;rs55807227;rs4687715;rs13080668;rs562331;rs312476;rs2255107:rs2581818:rs2581818;rs4687662:rs2710323;rs3755799:rs2710323:rs731831;rs3755799:rs4687554:rs4687662:rs2256332:rs2256332;rs4687554:rs2256332;rs1080500:rs55807227:rs4687715:rs13080668;rs4687715:rs2256332;rs2255107:rs2255107:rs731831:rs2710323;rs2256332:rs1080500:rs3755799	57
ENSG00000163935	SFMBT1	3	52937588	53080766	-1	protein_coding	51460	SFMBT1	0.99589420844432	-0.337614121	185	14.31	760	1.3258e-40	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_rectum:eQTLcatalogue/CEDAR_transverse_colon:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Quach_2016_ge_monocyte_IAV:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLcatalogue/TwinsUK_ge_LCL:PsychENCODE_eQTLs:DICE/Monocyte_non_classical:DICE/T_CD4_memory_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Thyroid	-	Yes	Promoter_anchored_loops:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	5.916e-22	rs2256332;rs4687554;rs2255107;rs1080500;rs2581818;rs4687662;rs731831;rs6802320;rs2710323;rs3755799;rs353547;rs9311474;rs352158;rs55807227;rs13080668;rs312476;rs562331;rs6802320:rs2710323;rs3755799:rs55807227:rs2256332:rs4687554:rs2256332;rs4687554:rs4687554;rs2255107:rs2581818:rs2256332	57
ENSG00000272305	RP11-894J14.5	3	53003135	53133469	-1	protein_coding	NA	NA	NA	NA	140	14.31	156	2.97851e-09	5.95408026449126e-07	eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/TwinsUK_ge_blood:eQTLcatalogue/TwinsUK_ge_LCL:PsychENCODE_eQTLs	+	Yes	Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.494e-21	rs4687554;rs2255107;rs2256332;rs1080500;rs2581818;rs4687662;rs2710323;rs731831;rs3755799;rs2256332:rs4687554;rs2255107:rs4687554:rs4687715:rs13080668;rs4687715:rs1080500:rs2581818:rs2710323;rs3755799:rs2710323:rs55807227:rs2710323;rs2256332:rs4687662:rs2581818;rs4687662:rs2255107:rs2256332;rs1080500:rs13080668:rs2256332	57
ENSG00000163933	RFT1	3	53122499	53164478	-1	protein_coding	91869	RFT1	3.17066987972078e-06	0.277384517	4	8.076	534	1.40528e-100	0	EyeGEx:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_LCL:eQTLcatalogue/TwinsUK_ge_skin:DICE/T_CD4_naive_activated:DICE/T_CD8_naive_activated:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/FCTX:BRAINEAC/PUTM:BRAINEAC/aveALL:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Uterus:GTEx/v8/Vagina	+	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:Adult_Cortex:Fetal_Cortex:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.916e-22	rs2581818;rs1080500;rs4687662;rs2256332;rs4687554;rs2255107;rs731831;rs3755799;rs312476;rs13080668;rs353547;rs6802320;rs2710323;rs55807227;rs562331;rs6802320:rs731831;rs6802320:rs353547:rs2710323;rs3755799:rs2710323:rs55807227:rs731831;rs3755799:rs4687715:rs1080500:rs2581818:rs2256332:rs4687554;rs2255107:rs4687554:rs13080668;rs4687715	57
ENSG00000163932	PRKCD	3	53190025	53226733	1	protein_coding	5580	PRKCD	0.997593706576692	NA	3	6.361	208	1.3272e-37	0	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid	+	Yes	Promoter_anchored_loops:Adult_Cortex:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.84e-18	rs4687715;rs13080668;rs4687662;rs2581818;rs562331;rs312476;rs2710323;rs731831;rs3755799;rs4687715:rs1080500:rs13080668;rs4687715:rs13080668:rs562331:rs13080668;rs312476:rs2256332:rs4687554;rs2255107:rs4687554:rs2581818	57
ENSG00000163931	TKT	3	53258723	53290068	-1	protein_coding	7086	TKT	0.0602834945523099	NA	33	12.98	324	7.2193e-141	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/Lepik_2017_ge_blood:PsychENCODE_eQTLs:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid	+	Yes	Promoter_anchored_loops	1.139e-19	rs4687715;rs13080668;rs2710323;rs731831;rs2255107;rs4687554;rs312476;rs3755799;rs2581818;rs562331;rs4687662;rs2256332;rs1080500;rs9311474;rs353547:rs731831;rs353547;rs6802320:rs9311474:rs9311474;rs352158:rs731831:rs55807227	57
ENSG00000162290	DCP1A	3	53317447	53381654	-1	protein_coding	55802	DCP1A	0.943913887681161	NA	20	10.78	63	3.88925341168e-05	0.049	DICE/T_CD4_memory_TREG:BRAINEAC/PUTM	NA	Yes	Adult_Cortex:Fetal_Cortex:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.267e-19	rs13080668;rs4687715;rs2710323;rs731831;rs3755799;rs2256332;rs4687554;rs1080500;rs4687715:rs13080668;rs4687715:rs13080668:rs562331:rs13080668;rs312476:rs13080668;rs562331:rs312476	57
ENSG00000157388	CACNA1D	3	53528683	53847760	1	protein_coding	776	CACNA1D	0.99999999998943	-0.375220334	21	18.57	119	1.48748e-23	0	EyeGEx:eQTLGen_cis_eQTLs:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid	+	No	NA	1.514e-11	rs13080668;rs312476;rs562331;rs731831;rs4687715	57
ENSG00000016391	CHDH	3	53846362	53880417	-1	protein_coding	55349	CHDH	0.00530866013391797	0.516421508	0	0	2	7.2968257168415e-05	0.0473019811064792	BRAINEAC/THAL	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.426e-15	rs1080500;rs13080668:rs4687715:rs13080668;rs4687715:rs562331:rs13080668;rs562331:rs13080668;rs312476:rs312476	57
ENSG00000056736	IL17RB	3	53880607	53899827	1	protein_coding	55540	IL17RB	3.50844752193209e-08	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.807e-11	rs4687715:rs13080668;rs4687715:rs13080668:rs562331:rs13080668;rs562331:rs13080668;rs312476:rs312476	57
