GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000181381	4	169277886	169458937	707	53	155802	0.72535	0.23412	DDX60L
ENSG00000129116	4	169418217	169849608	1316	97	155653	0.53404	0.29666	PALLD
ENSG00000145439	4	169784921	169931426	269	14	151299	-0.030256	0.51207	CBR4
ENSG00000154447	4	170015407	170192256	402	31	153155	2.7945	0.0025989	SH3RF1
ENSG00000137601	4	170314426	170533780	479	17	155682	3.9395	4.0828e-05	NEK1
ENSG00000109572	4	170533784	170644824	253	16	153102	5.5091	1.8031e-08	CLCN3
ENSG00000056050	4	170650616	170679104	59	10	149398	0.91394	0.18037	C4orf27
ENSG00000198948	4	170907748	170954182	106	15	146425	2.2201	0.013204	MFAP3L
ENSG00000109576	4	170981373	171012850	84	15	140247	0.65117	0.25747	AADAT
ENSG00000174473	4	172733405	173962710	2903	110	151490	0.55354	0.28995	GALNTL6
ENSG00000109586	4	174089904	174245118	270	27	147208	-0.90867	0.81824	GALNT7
ENSG00000164104	4	174252846	174256276	5	2	145005	-0.48255	0.68529	HMGB2
ENSG00000164105	4	174291120	174298683	6	3	149967	1.2865	0.099126	SAP30
ENSG00000164106	4	174305852	174327531	38	9	144149	0.63911	0.26137	SCRG1
ENSG00000164107	4	174446120	174451380	5	3	152190	1.5338	0.062544	HAND2
ENSG00000164117	4	175157809	175205415	97	19	141508	2.5048	0.0061257	FBXO8
ENSG00000164118	4	175204828	175254531	89	17	144874	0.69934	0.24217	CEP44
ENSG00000164120	4	175411328	175444305	114	23	150870	0.29983	0.38215	HPGD
ENSG00000145451	4	175558065	175750465	700	52	151788	0.83076	0.20306	GLRA3
ENSG00000168594	4	175750819	175899331	613	23	158036	0.55041	0.29102	ADAM29
ENSG00000150625	4	176554085	176923815	1094	76	146653	5.5663	1.3011e-08	GPM6A
ENSG00000150627	4	176986985	177103978	371	17	150858	1.5404	0.061726	WDR17
ENSG00000150628	4	177105789	177116822	32	9	151184	1.1364	0.12791	SPATA4
ENSG00000164122	4	177134824	177198722	229	26	154406	0.020414	0.49186	ASB5
ENSG00000129128	4	177241115	177253396	50	8	141012	0.63513	0.26267	SPCS3
ENSG00000150630	4	177604689	177713881	284	16	144804	-0.61952	0.73221	VEGFC
ENSG00000249008	4	178163693	178169927	26	7	156144	0.48186	0.31495	RP11-487E13.1
ENSG00000109674	4	178230990	178284097	166	30	157058	0.64368	0.25989	NEIL3
ENSG00000038002	4	178351924	178363657	30	9	154568	1.9503	0.025572	AGA
ENSG00000231171	4	178649911	178911904	789	51	154970	3.1651	0.0007751	LINC01098
ENSG00000218336	4	183065140	183724177	2287	203	153142	4.1248	1.8553e-05	TENM3
ENSG00000129187	4	183811213	183839089	134	18	152060	-0.38748	0.6508	DCTD
ENSG00000151718	4	184020446	184241930	390	38	148906	0.023772	0.49052	WWC2
ENSG00000177300	4	184239220	184241927	1	1	131731	-0.010779	0.5043	CLDN22
ENSG00000185758	4	184242917	184243579	2	1	161405	0.26069	0.39717	CLDN24
ENSG00000168564	4	184365744	184369351	6	3	145239	-0.42245	0.66365	CDKN2AIP
ENSG00000168556	4	184426147	184432249	15	6	157957	0.20324	0.41948	ING2
ENSG00000182552	4	184560788	184580378	86	18	159582	-1.1572	0.8764	RWDD4
ENSG00000168538	4	184580420	184634745	188	18	158758	0.064967	0.4741	TRAPPC11
ENSG00000173320	4	184774584	184944679	483	69	155038	1.3766	0.08431	STOX2
ENSG00000164303	4	185009859	185142383	438	51	150513	0.16761	0.43344	ENPP6
ENSG00000168310	4	185308867	185395734	308	59	153989	2.3249	0.010039	IRF2
ENSG00000164305	4	185548850	185570663	54	9	148568	1.7018	0.044396	CASP3
ENSG00000164306	4	185570767	185616117	166	9	139801	2.2599	0.011914	PRIMPOL
ENSG00000151725	4	185615772	185655287	253	5	139241	2.3532	0.009306	CENPU
ENSG00000151726	4	185676749	185747972	224	27	145819	1.2697	0.10209	ACSL1
ENSG00000251139	4	185734773	185742443	14	6	139214	0.72778	0.23337	RP11-701P16.2
ENSG00000187821	4	185939995	185941958	7	3	161405	1.0293	0.15167	HELT
ENSG00000151729	4	186064395	186071536	12	4	146781	-0.27353	0.60778	SLC25A4
ENSG00000164323	4	186080819	186130658	152	11	148858	0.038929	0.48447	KIAA1430
ENSG00000109762	4	186125391	186291339	445	30	151629	2.9786	0.001448	SNX25
ENSG00000109771	4	186285032	186317053	91	15	151262	1.0894	0.13798	LRP2BP
ENSG00000186352	4	186317175	186321782	13	3	150013	0.20816	0.41755	ANKRD37
ENSG00000109775	4	186320694	186347139	73	12	146260	-0.45725	0.67625	UFSP2
ENSG00000205129	4	186347394	186370980	70	10	142156	-1.6945	0.95491	C4orf47
ENSG00000168491	4	186366336	186392913	87	21	153956	-0.91799	0.82069	CCDC110
ENSG00000249679	4	186392670	186393417	3	1	140941	0.44336	0.32875	RP11-279O9.4
ENSG00000154553	4	186422851	186456766	59	6	148496	2.3657	0.0089973	PDLIM3
ENSG00000154556	4	186506598	186877806	1518	130	154232	0.39868	0.34506	SORBS2
ENSG00000164342	4	186990306	187009223	48	11	157029	-0.4257	0.66484	TLR3
ENSG00000109794	4	187025573	187093821	214	33	157856	0.035923	0.48567	FAM149A
ENSG00000269302	4	187111913	187112626	5	2	158228	-1.3685	0.91443	AC110771.1
ENSG00000145476	4	187112674	187134610	79	11	156888	-2.1493	0.98419	CYP4V2
ENSG00000164344	4	187130133	187179625	160	17	157468	-0.3259	0.62775	KLKB1
ENSG00000088926	4	187187099	187210835	65	13	155340	0.95524	0.16973	F11
ENSG00000272297	4	187347700	187476464	591	60	152968	-1.7585	0.96067	RP11-215A19.2
ENSG00000168412	4	187454809	187476721	77	15	152875	-2.0869	0.98155	MTNR1A
ENSG00000083857	4	187508937	187647876	408	56	152653	0.61393	0.26963	FAT1
ENSG00000179059	4	188916925	188926204	27	8	150349	-0.38777	0.65091	ZFP42
ENSG00000179046	4	189012427	189030757	119	17	153347	-0.36158	0.64117	TRIML2
ENSG00000184108	4	189060573	189068897	70	13	151165	-0.91557	0.82005	TRIML1
ENSG00000109536	4	190861943	190884359	40	3	153646	0.16439	0.43471	FRG1
ENSG00000153404	5	140373	190085	189	16	146301	-0.22899	0.59056	PLEKHG4B
ENSG00000185028	5	191626	195468	11	3	138719	-1.2338	0.89137	LRRC14B
ENSG00000164366	5	196986	218330	75	8	150735	-1.0871	0.8615	CCDC127
ENSG00000073578	5	218356	256815	218	6	157834	-0.59054	0.72258	SDHA
ENSG00000249915	5	271736	353971	221	18	149929	-0.085295	0.53399	PDCD6
ENSG00000063438	5	304291	438406	440	37	148780	-0.97862	0.83612	AHRR
ENSG00000221990	5	441645	443258	10	3	153855	-1.2772	0.89924	C5orf55
ENSG00000180104	5	443273	472052	114	13	146070	-1.3769	0.91574	EXOC3
ENSG00000188242	5	466239	473213	28	7	139313	-1.1674	0.87847	CTD-2228K2.5
ENSG00000066230	5	473425	524447	253	32	153427	-0.81928	0.79369	SLC9A3
ENSG00000112877	5	612387	667283	184	18	153482	-1.0381	0.85038	CEP72
ENSG00000171368	5	660883	693510	123	17	152948	0.23805	0.40592	TPPP
ENSG00000268885	5	667759	668839	3	2	151514	-1.4658	0.92864	AC026740.1
ENSG00000188818	5	710471	851101	197	23	152376	-0.1553	0.56171	ZDHHC11
ENSG00000206077	5	710475	767067	68	16	149623	-2.1801	0.98538	ZDHHC11B
ENSG00000028310	5	850406	892939	107	8	141496	-0.48293	0.68543	BRD9
ENSG00000071539	5	892758	919472	57	4	137198	-1.366	0.91403	TRIP13
ENSG00000250173	5	979480	981415	5	3	150199	-0.2706	0.60665	RP11-661C8.3
ENSG00000145506	5	1008944	1039058	84	12	154688	-0.30117	0.61836	NKD2
ENSG00000113504	5	1050499	1112150	216	36	148248	-0.82775	0.79609	SLC12A7
ENSG00000174358	5	1201710	1225232	110	26	155950	1.7362	0.041268	SLC6A19
ENSG00000164363	5	1225470	1246304	87	18	150210	0.56651	0.28552	SLC6A18
ENSG00000164362	5	1253262	1295184	75	23	149945	0.20516	0.41872	TERT
ENSG00000049656	5	1317859	1345214	82	12	144260	1.3115	0.094837	CLPTM1L
ENSG00000142319	5	1392909	1445545	162	25	153450	1.0051	0.15742	SLC6A3
ENSG00000153395	5	1456595	1524092	245	41	156821	-1.8099	0.96485	LPCAT1
ENSG00000171421	5	1798500	1801480	17	4	152729	0.0087255	0.49652	MRPL36
ENSG00000145494	5	1801514	1816719	59	8	152664	0.020556	0.4918	NDUFS6
ENSG00000113430	5	1877541	1887350	45	9	153908	-0.94059	0.82654	IRX4
ENSG00000170561	5	2745959	2752969	9	4	156434	-0.48269	0.68534	IRX2
ENSG00000186493	5	2752245	2755508	6	2	152004	0.61075	0.27068	C5orf38
ENSG00000170549	5	3596168	3601517	14	4	155219	1.7482	0.040212	IRX1
ENSG00000145536	5	5140443	5320417	784	81	154215	0.24846	0.40189	ADAMTS16
ENSG00000164151	5	5420777	5490347	103	10	149153	2.6253	0.0043287	KIAA0947
ENSG00000133398	5	6371994	6378707	18	4	151463	0.5109	0.30471	MED10
ENSG00000215218	5	6448736	6495022	161	32	151634	0.075488	0.46991	UBE2QL1
ENSG00000037474	5	6599352	6633404	145	16	150020	3.4066	0.00032894	NSUN2
ENSG00000145545	5	6633456	6669675	141	16	149096	2.8445	0.0022241	SRD5A1
ENSG00000112941	5	6714718	6757161	177	19	149972	4.5211	3.0764e-06	PAPD7
ENSG00000078295	5	7396321	7830194	1046	78	149734	2.8932	0.0019065	ADCY2
ENSG00000215217	5	7830491	7851603	77	11	150424	0.52929	0.2983	C5orf49
ENSG00000124275	5	7851299	7906138	256	25	147213	1.488	0.068377	MTRR
ENSG00000124279	5	7859272	7869150	34	9	152412	1.0061	0.15718	FASTKD3
ENSG00000112902	5	9035138	9546187	1644	140	154593	-0.37036	0.64444	SEMA5A
ENSG00000169777	5	9629109	9712490	228	33	149659	-1.3278	0.90789	TAS2R1
ENSG00000150756	5	10226442	10250009	132	23	153713	-1.3552	0.91232	FAM173B
ENSG00000150753	5	10250033	10266524	73	4	156687	0.10383	0.45865	CCT5
ENSG00000164237	5	10275987	10308138	111	14	155736	-1.3467	0.91097	CMBL
ENSG00000145495	5	10353815	10440500	99	10	147053	-1.1304	0.87084	MARCH6
ENSG00000145491	5	10441636	10472141	77	8	150185	-0.58496	0.72071	ROPN1L
ENSG00000249160	5	10505108	10522196	55	7	154643	0.67263	0.25059	RP11-1C1.5
ENSG00000164236	5	10564442	10650308	299	29	156425	2.0006	0.022718	ANKRD33B
ENSG00000112977	5	10679342	10761384	282	15	148562	0.71503	0.23729	DAP
ENSG00000169862	5	10971952	11904155	2562	183	151011	2.6208	0.0043861	CTNND2
ENSG00000039139	5	13690440	13944652	882	50	156993	1.6878	0.045724	DNAH5
ENSG00000038382	5	14143811	14532235	926	55	150016	1.4956	0.067377	TRIO
ENSG00000145569	5	14581884	14615116	42	10	151841	1.7594	0.039253	FAM105A
ENSG00000154124	5	14664773	14699820	57	9	153024	2.5193	0.0058789	FAM105B
ENSG00000154122	5	14704910	14871887	418	40	154274	1.7784	0.037667	ANKH
ENSG00000183580	5	15500305	15939900	948	46	153301	-0.24769	0.59781	FBXL7
ENSG00000183654	5	16067248	16180871	170	22	154233	0.066741	0.47339	MARCH11
ENSG00000173545	5	16451628	16465901	32	7	150275	0.60813	0.27155	ZNF622
ENSG00000154153	5	16473147	16617167	427	42	151586	0.61716	0.26856	FAM134B
ENSG00000145555	5	16665395	16936372	872	104	154310	1.4124	0.078917	MYO10
ENSG00000176788	5	17065707	17276943	685	74	152938	1.0332	0.15076	BASP1
ENSG00000145526	5	19473060	20575982	2762	95	149752	2.5361	0.0056054	CDH18
ENSG00000154162	5	21750782	22853731	2602	99	151860	1.7074	0.043873	CDH12
ENSG00000164256	5	23507264	23528706	36	11	146915	-0.24087	0.59517	PRDM9
ENSG00000248874	5	23951457	24178372	846	23	155777	-0.45581	0.67574	C5orf17
ENSG00000040731	5	24487209	24645087	550	28	152167	2.8736	0.0020291	CDH10
ENSG00000113100	5	26880709	27121257	572	33	153252	-0.5208	0.69875	CDH9
ENSG00000113361	5	31193857	31329253	263	30	151714	-0.44281	0.67105	CDH6
ENSG00000113360	5	31400604	31532303	301	23	150594	0.23548	0.40692	DROSHA
ENSG00000082213	5	31532373	31555165	64	14	150638	0.22507	0.41096	C5orf22
ENSG00000133401	5	31639517	32111037	1810	196	154951	0.41011	0.34086	PDZD2
ENSG00000113384	5	32124810	32174456	112	14	145389	-0.53166	0.70252	GOLPH3
ENSG00000150712	5	32227100	32313115	238	18	144860	-0.88341	0.81149	MTMR12
ENSG00000056097	5	32354456	32444867	231	23	149014	-1.4162	0.92163	ZFR
ENSG00000113387	5	32531739	32604185	144	18	150647	0.52983	0.29812	SUB1
ENSG00000113389	5	32689176	32791819	274	27	151010	0.035483	0.48585	NPR3
ENSG00000181495	5	32788945	32791819	4	1	154010	-0.37776	0.6472	AC026703.1
ENSG00000113407	5	33440802	33469644	84	12	155124	0.28397	0.38822	TARS
ENSG00000151388	5	33523640	33892297	1160	75	156193	-0.74869	0.77298	ADAMTS12
ENSG00000182631	5	33936491	33939023	2	1	161405	-1.5559	0.94013	RXFP3
ENSG00000164175	5	33944721	33984835	68	11	149404	-0.051319	0.52046	SLC45A2
ENSG00000242110	5	33986283	34008220	55	9	151172	0.38502	0.35011	AMACR
ENSG00000273294	5	33987279	34124633	231	24	151371	-0.1903	0.57546	RP11-1084J3.4
ENSG00000082196	5	34019553	34043937	72	7	154084	-0.54561	0.70733	C1QTNF3
ENSG00000039560	5	34656342	34832732	573	60	153622	-0.70327	0.75906	RAI14
ENSG00000205838	5	34838938	34899561	167	28	151778	0.64736	0.2587	TTC23L
ENSG00000113456	5	34905369	34919094	24	6	145604	-0.24044	0.59501	RAD1
ENSG00000113460	5	34915481	34926101	13	5	147741	0.092873	0.463	BRIX1
ENSG00000168724	5	34929698	34959069	48	10	155629	-0.14032	0.55579	DNAJC21
ENSG00000113492	5	34998206	35048198	179	20	155498	0.67378	0.25022	AGXT2
ENSG00000113494	5	35048861	35230794	541	35	150780	1.9694	0.024456	PRLR
ENSG00000152582	5	35617946	35814713	587	29	150477	1.5298	0.063036	SPEF2
ENSG00000168685	5	35852797	35879705	82	7	159269	1.6448	0.05001	IL7R
ENSG00000152611	5	35904397	35938881	107	13	154254	0.93117	0.17588	CAPSL
ENSG00000145626	5	35951112	36001130	115	15	156594	0.17487	0.43059	UGT3A1
ENSG00000168671	5	36035119	36071460	115	15	157588	-0.34251	0.63401	UGT3A2
ENSG00000164187	5	36098514	36152063	64	12	147487	1.2987	0.097018	LMBRD2
ENSG00000145604	5	36152091	36184421	98	13	152353	0.13088	0.44794	SKP2
ENSG00000152620	5	36192694	36242381	89	9	148396	0.49212	0.31132	NADK2
ENSG00000164188	5	36248536	36302216	117	12	150049	0.77721	0.21852	RANBP3L
ENSG00000079215	5	36606457	36688436	209	43	156323	0.93235	0.17558	SLC1A3
ENSG00000164190	5	36876861	37066515	220	25	150382	0.84933	0.19785	NIPBL
ENSG00000197603	5	37106330	37249530	155	14	151697	0.42431	0.33567	C5orf42
ENSG00000113569	5	37288239	37371283	119	11	157041	0.58362	0.27974	NUP155
ENSG00000082068	5	37379314	37753537	731	24	153450	1.1859	0.11783	WDR70
ENSG00000168621	5	37812779	37839788	79	15	144550	4.1503	1.6602e-05	GDNF
ENSG00000164318	5	38258511	38465123	634	52	153993	2.2779	0.011366	EGFLAM
ENSG00000113594	5	38475065	38608456	193	22	149049	-0.37708	0.64694	LIFR
ENSG00000145623	5	38845960	38945698	284	32	150106	1.9565	0.025205	OSMR
ENSG00000164327	5	38938021	39074510	259	11	144900	2.0007	0.022712	RICTOR
ENSG00000082074	5	39105338	39274630	423	30	151011	-0.43897	0.66966	FYB
ENSG00000269215	5	39105358	39107350	2	1	161405	0.11775	0.45313	AC008964.1
ENSG00000113600	5	39284364	39424970	385	37	147242	1.5114	0.065341	C9
ENSG00000153071	5	39371780	39462402	297	30	146194	2.4118	0.0079373	DAB2
ENSG00000171522	5	40679600	40693837	20	4	154439	0.67681	0.24926	PTGER4
ENSG00000113638	5	40714577	40756077	86	12	154703	0.3892	0.34856	TTC33
ENSG00000132356	5	40759481	40798476	65	11	151182	-0.18488	0.57334	PRKAA1
ENSG00000145592	5	40825364	40835437	25	9	146429	-0.48414	0.68586	RPL37
ENSG00000132357	5	40841286	40860275	36	8	147480	-0.85385	0.80341	CARD6
ENSG00000112936	5	40909354	40983041	285	24	157039	-1.9283	0.97309	C7
ENSG00000171495	5	40998119	41071444	297	24	153953	-0.81968	0.7938	MROH2B
ENSG00000039537	5	41142336	41261540	346	27	147337	-0.51283	0.69596	C6
ENSG00000182836	5	41307056	41510730	466	33	148222	1.9534	0.025386	PLCXD3
ENSG00000083720	5	41730167	41870621	163	12	140893	0.75545	0.22499	OXCT1
ENSG00000205765	5	41904290	41921738	22	5	144803	0.153	0.4392	C5orf51
ENSG00000151876	5	41925356	41941845	20	5	136994	-0.018793	0.5075	FBXO4
ENSG00000112964	5	42423879	42721979	569	33	139114	0.059817	0.47615	GHR
ENSG00000198865	5	42756903	42802462	126	13	142921	-0.065519	0.52612	CCDC152
ENSG00000250722	5	42799982	42887494	243	26	144335	0.3361	0.3684	SEPP1
ENSG00000177721	5	43039335	43043272	5	2	133357	-0.59015	0.72246	ANXA2R
ENSG00000172262	5	43065278	43192123	385	23	148468	0.80391	0.21073	ZNF131
ENSG00000177453	5	43192173	43280952	196	34	142885	-0.55451	0.71038	NIM1K
ENSG00000112972	5	43289497	43313614	48	5	145869	1.2244	0.11039	HMGCS1
ENSG00000151882	5	43376747	43412493	72	9	142733	1.3448	0.089344	CCL28
ENSG00000151881	5	43444354	43483995	98	11	141565	1.0634	0.14379	C5orf28
ENSG00000172244	5	43486803	43515247	56	9	136019	0.52442	0.29999	C5orf34
ENSG00000172239	5	43526369	43557860	64	8	143479	0.99062	0.16094	PAIP1
ENSG00000112992	5	43602794	43707507	241	11	152063	1.0191	0.15407	NNT
ENSG00000070193	5	44303646	44389808	155	11	153362	0.68991	0.24513	FGF10
ENSG00000112996	5	44809027	44820530	16	3	149818	5.1463	1.3282e-07	MRPS30
ENSG00000164588	5	45259349	45696253	472	32	145503	7.4748	3.866e-14	HCN1
ENSG00000170571	5	49692026	49739082	78	7	152845	5.6496	8.0413e-09	EMB
ENSG00000151883	5	49961733	50142356	294	18	147637	3.0091	0.00131	PARP8
ENSG00000016082	5	50678921	50690564	20	7	141963	0.58283	0.28	ISL1
ENSG00000248789	5	51303865	51376821	224	13	151702	0.67499	0.24984	CTD-2203A3.1
ENSG00000213949	5	52083730	52255040	548	58	155222	0.48817	0.31272	ITGA1
ENSG00000152684	5	52083774	52099880	35	8	152685	0.030027	0.48802	PELO
ENSG00000164171	5	52285156	52390609	383	26	155809	1.4737	0.070286	ITGA2
ENSG00000164172	5	52391509	52405893	50	7	156563	1.4004	0.080703	MOCS2
ENSG00000134363	5	52776239	52782964	11	5	148113	-1.1637	0.87773	FST
ENSG00000164258	5	52856463	52979168	347	20	154545	-0.79863	0.78775	NDUFS4
ENSG00000185305	5	53179775	53606412	1264	80	147475	2.0796	0.018783	ARL15
ENSG00000169271	5	53751445	53752207	2	1	161405	-0.925	0.82252	HSPB3
ENSG00000178996	5	53813589	53842415	119	17	150641	-1.9527	0.97457	SNX18
ENSG00000249016	5	54252063	54253674	12	2	159053	-0.60745	0.72822	RP11-45H22.3
ENSG00000164283	5	54273692	54318499	130	17	151484	0.90227	0.18346	ESM1
ENSG00000113088	5	54320081	54330398	25	9	149951	1.66	0.048459	GZMK
ENSG00000145649	5	54398476	54406080	11	3	141413	-1.1753	0.88006	GZMA
ENSG00000164287	5	54408799	54469005	131	13	154319	0.90909	0.18165	CDC20B
ENSG00000164294	5	54455946	54462899	16	3	149808	0.78062	0.21751	GPX8
ENSG00000234602	5	54515442	54523143	18	4	155944	0.92749	0.17684	MCIDAS
ENSG00000152669	5	54526980	54529508	6	3	149737	0.11878	0.45272	CCNO
ENSG00000067248	5	54552073	54603550	84	11	152191	0.2279	0.40986	DHX29
ENSG00000039123	5	54603588	54721409	247	9	156347	0.56108	0.28737	SKIV2L2
ENSG00000067113	5	54720682	54830878	256	10	155662	0.51	0.30503	PPAP2A
ENSG00000177058	5	54921673	55069022	645	26	155526	0.16914	0.43284	SLC38A9
ENSG00000152670	5	55033845	55112985	208	25	147747	0.6756	0.24965	DDX4
ENSG00000164509	5	55147207	55218678	177	24	145294	2.1376	0.016275	IL31RA
ENSG00000134352	5	55230923	55290821	90	12	141446	0.16933	0.43277	IL6ST
ENSG00000164512	5	55395507	55529186	422	50	152740	-0.016709	0.50667	ANKRD55
ENSG00000248727	5	55753622	55777773	108	19	156902	-0.74853	0.77293	CTC-236F12.4
ENSG00000225940	5	55807394	55902059	408	49	145782	-0.36928	0.64404	AC022431.2
ENSG00000095015	5	56111401	56191979	201	18	152395	-0.35081	0.63713	MAP3K1
ENSG00000155542	5	56205087	56221359	42	5	158834	-0.7919	0.78579	SETD9
ENSG00000155545	5	56215429	56267502	164	19	153255	-0.45548	0.67562	MIER3
ENSG00000062194	5	56469775	56560506	142	18	144398	0.65538	0.25611	GPBP1
ENSG00000169067	5	56775846	56778636	4	2	135243	0.51185	0.30438	ACTBL2
ENSG00000145632	5	57749809	57756087	24	5	146579	2.4705	0.0067462	PLK2
ENSG00000175857	5	57787262	57792917	7	3	147245	3.8252	6.5334e-05	GAPT
ENSG00000250127	5	57837394	57854070	26	6	152495	2.7179	0.0032847	CTD-2117L12.1
ENSG00000152932	5	57878048	58155213	833	53	154695	3.7191	9.9949e-05	RAB3C
ENSG00000113448	5	58264865	59817947	3638	147	152012	4.5002	3.3947e-06	PDE4D
ENSG00000035499	5	59892739	59996017	169	18	142302	2.4408	0.007327	DEPDC1B
ENSG00000164181	5	60047618	60140216	222	24	148219	4.7511	1.0118e-06	ELOVL7
ENSG00000049167	5	60169658	60240900	152	16	146765	3.2782	0.00052244	ERCC8
ENSG00000164182	5	60240956	60448853	426	19	150826	3.6757	0.0001186	NDUFAF2
ENSG00000269267	5	60411538	60411762	1	1	130644	-0.57839	0.7185	AC008498.1
ENSG00000188725	5	60453536	60458301	6	4	153509	4.4147	5.0575e-06	SMIM15
ENSG00000130449	5	60628100	60841997	312	21	145760	6.1721	3.3689e-10	ZSWIM6
ENSG00000178722	5	60933535	61047590	364	30	153986	2.1263	0.01674	C5orf64
ENSG00000068796	5	61601989	61833076	450	18	155228	3.1616	0.00078452	KIF2A
ENSG00000086189	5	61683081	61699766	39	6	160618	2.8251	0.0023634	DIMT1
ENSG00000086200	5	61699799	61924409	368	19	153618	2.9081	0.0018181	IPO11
ENSG00000186105	5	61874562	61877275	2	1	146025	-0.77647	0.78126	LRRC70
ENSG00000178394	5	63256183	63258334	1	1	151003	-1.2287	0.8904	HTR1A
ENSG00000164197	5	63461671	63668696	280	15	145071	4.2048	1.3063e-05	RNF180
ENSG00000186479	5	63802084	63908139	204	26	154970	1.1329	0.12863	RGS7BP
ENSG00000145642	5	63986135	64013917	31	5	153093	0.1194	0.45248	FAM159B
ENSG00000153006	5	64013971	64064512	67	7	153548	-0.63572	0.73752	SREK1IP1
ENSG00000153015	5	64064757	64314590	458	21	155550	2.311	0.010417	CWC27
ENSG00000049192	5	64444563	64777747	719	37	153403	2.2306	0.012853	ADAMTS6
ENSG00000123219	5	64813593	64858998	142	12	154632	1.6185	0.052781	CENPK
ENSG00000113593	5	64859063	64883376	68	8	154276	1.0136	0.15539	PPWD1
ENSG00000113595	5	64885507	64921802	111	10	154488	1.1198	0.13141	TRIM23
ENSG00000113597	5	64920543	64962060	116	10	155232	0.51517	0.30322	TRAPPC13
ENSG00000253251	5	64920592	64926718	16	4	156912	0.751	0.22633	CTC-534A2.2
ENSG00000197860	5	64961755	65018862	88	13	155920	0.27127	0.39309	SGTB
ENSG00000123213	5	65018023	65167553	431	36	155040	0.7681	0.22121	NLN
ENSG00000112851	5	65222303	65378377	163	18	146084	-0.88626	0.81226	ERBB2IP
ENSG00000153914	5	65435799	65479443	64	8	151188	-0.90573	0.81746	SREK1
ENSG00000069020	5	65892176	66465423	1401	83	150382	1.9761	0.024074	MAST4
ENSG00000134061	5	66478103	66492627	29	6	143700	1.5548	0.059994	CD180
ENSG00000253787	5	67485704	67494235	28	7	146119	2.305	0.010582	RP11-404L6.2
ENSG00000145675	5	67511548	67597649	218	38	151063	1.903	0.028521	PIK3R1
ENSG00000145740	5	68389473	68426896	80	8	157805	1.2756	0.10104	SLC30A5
ENSG00000134057	5	68462837	68474072	31	4	156826	-0.42067	0.663	CCNB1
ENSG00000153044	5	68485375	68506184	41	5	159203	-0.5475	0.70798	CENPH
ENSG00000134056	5	68513587	68525956	35	6	154068	-0.15801	0.56277	MRPS36
ENSG00000134058	5	68530668	68573250	106	11	155450	-0.27801	0.6095	CDK7
ENSG00000183323	5	68576002	68628636	113	11	151758	0.42922	0.33388	CCDC125
ENSG00000085231	5	68646811	68665840	26	6	155727	1.0588	0.14485	TAF9
ENSG00000152942	5	68665120	68710628	78	8	153018	0.19928	0.42102	RAD17
ENSG00000152939	5	68710939	68740157	45	4	156673	0.32422	0.37289	MARVELD2
ENSG00000197822	5	68788119	68853931	45	10	148074	-0.38873	0.65126	OCLN
ENSG00000183474	5	68856035	68890550	1	1	113586	-1.4325	0.924	GTF2H2C
ENSG00000249437	5	70264310	70320941	7	3	148894	-0.82829	0.79625	NAIP
ENSG00000145734	5	70751442	70863649	229	13	156632	1.539	0.061907	BDP1
ENSG00000131844	5	70883115	70954531	155	16	155797	1.5064	0.06598	MCCC2
ENSG00000164326	5	71014990	71016875	3	2	154543	-1.1421	0.87329	CARTPT
ENSG00000131711	5	71403061	71505395	208	43	153115	1.3759	0.08443	MAP1B
ENSG00000113048	5	71515236	71616473	140	17	143147	3.0906	0.00099893	MRPS27
ENSG00000049883	5	71616194	71656052	39	8	140222	3.0752	0.0010519	PTCD2
ENSG00000178175	5	71738479	71803554	163	18	153422	0.41115	0.34048	ZNF366
ENSG00000083312	5	72112139	72212560	161	16	155981	-1.5538	0.93988	TNPO1
ENSG00000157107	5	72251808	72386349	209	14	157226	-1.0955	0.86336	FCHO2
ENSG00000157111	5	72416119	72427644	32	10	156986	1.5365	0.062208	TMEM171
ENSG00000164325	5	72469022	72470970	4	1	161405	1.0395	0.14928	TMEM174
ENSG00000251493	5	72740654	72744352	3	2	152284	0.73439	0.23135	FOXD1
ENSG00000145741	5	72794233	72801460	22	3	150113	0.08698	0.46534	BTF3
ENSG00000164331	5	72848160	72861511	40	6	156174	0.33111	0.37028	ANKRA2
ENSG00000164338	5	72861268	72877794	37	4	159495	-0.26315	0.60378	UTP15
ENSG00000268217	5	72894203	72896845	11	4	155111	0.50315	0.30743	AC008387.1
ENSG00000214944	5	72921983	73237818	908	66	153020	0.86742	0.19285	ARHGEF28
ENSG00000171617	5	73923234	73937249	30	6	151086	-0.27086	0.60675	ENC1
ENSG00000049860	5	73935848	74018472	273	37	156459	0.68692	0.24607	HEXB
ENSG00000164347	5	74017029	74063196	98	12	153074	1.2883	0.098816	GFM2
ENSG00000164346	5	74062817	74072737	23	5	152292	1.4552	0.072807	NSA2
ENSG00000198780	5	74073399	74162776	191	14	155585	1.0411	0.14891	FAM169A
ENSG00000176928	5	74323289	74326724	11	3	155606	2.6077	0.0045578	GCNT4
ENSG00000145700	5	74364100	74532703	436	17	149931	1.3277	0.092136	ANKRD31
ENSG00000113161	5	74632154	74657929	42	9	152120	2.0304	0.02116	HMGCR
ENSG00000113163	5	74664311	74807963	239	21	151153	3.8478	5.9599e-05	COL4A3BP
