GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000174844	3	57327727	57530071	794	30	385481	0.83106	0.20297	DNAH12
ENSG00000174840	3	57542003	57552571	27	9	386236	-0.15609	0.56202	PDE12
ENSG00000168374	3	57557090	57583947	92	17	386072	0.57443	0.28284	ARF4
ENSG00000174839	3	57611184	57678816	183	30	385829	0.89586	0.18516	DENND6A
ENSG00000163681	3	57741177	57914895	343	33	385375	0.34535	0.36492	SLMAP
ENSG00000136068	3	57994127	58157982	495	52	384148	0.060773	0.47577	FLNB
ENSG00000163687	3	58177984	58200424	96	19	384304	-1.111	0.86671	DNASE1L3
ENSG00000163686	3	58223233	58281420	236	26	384471	-0.91031	0.81867	ABHD6
ENSG00000163684	3	58291974	58310422	80	12	385158	-0.80273	0.78893	RPP14
ENSG00000168297	3	58318607	58411748	418	23	385749	-1.3277	0.90786	PXK
ENSG00000168291	3	58413357	58419584	26	6	385607	-0.47914	0.68408	PDHB
ENSG00000168301	3	58477841	58488087	23	9	382986	0.22953	0.40923	KCTD6
ENSG00000168306	3	58490863	58523046	73	20	384350	-0.65334	0.74323	ACOX2
ENSG00000168309	3	58549844	58613337	271	30	383251	0.81346	0.20798	FAM107A
ENSG00000198643	3	58619673	58652575	145	22	383342	-0.25676	0.60132	FAM3D
ENSG00000163689	3	58703092	59035810	606	39	385420	0.026536	0.48942	C3orf67
ENSG00000189283	3	59735036	61237133	7288	400	384103	-1.2416	0.89281	FHIT
ENSG00000269415	3	59957215	59957583	3	1	386144	-0.84918	0.80211	NPCDR1
ENSG00000144724	3	61547243	62283288	3109	215	384735	1.7467	0.040342	PTPRG
ENSG00000114405	3	62304648	62321888	26	14	385447	0.030001	0.48803	C3orf14
ENSG00000153266	3	62355356	62359999	3	2	380060	1.268	0.1024	FEZF2
ENSG00000163618	3	62384022	62861054	1958	116	383775	0.70864	0.23927	CADPS
ENSG00000163630	3	63213991	63602597	1805	118	384623	-0.45069	0.67389	SYNPR
ENSG00000188817	3	63638344	63664696	141	19	385558	-0.63107	0.736	SNTN
ENSG00000163632	3	63805038	63834312	76	26	385620	-0.21774	0.58618	C3orf49
ENSG00000163634	3	63819546	63849579	82	26	385673	-0.39985	0.65537	THOC7
ENSG00000163635	3	63850233	63989138	442	54	385778	-0.50104	0.69183	ATXN7
ENSG00000163636	3	63996225	64009658	61	22	384629	-0.49386	0.6893	PSMD6
ENSG00000163637	3	64079543	64431152	1318	103	383335	-0.9328	0.82454	PRICKLE2
ENSG00000163638	3	64501333	64673676	609	57	383914	0.13953	0.44452	ADAMTS9
ENSG00000151276	3	65339200	66024509	2677	198	383622	0.6444	0.25966	MAGI1
ENSG00000144741	3	66119285	66438540	838	52	383495	0.8389	0.20076	SLC25A26
ENSG00000144749	3	66429221	66551687	470	55	383751	-0.24889	0.59828	LRIG1
ENSG00000163376	3	67048727	67061634	28	11	385479	0.54094	0.29427	KBTBD8
ENSG00000172340	3	67410884	67705038	1480	83	384523	1.966	0.024648	SUCLG2
ENSG00000183662	3	68053359	68594776	2373	115	384690	1.1189	0.13159	FAM19A1
ENSG00000163377	3	68780917	68981761	843	38	384062	1.6229	0.052306	FAM19A4
ENSG00000163378	3	69024365	69063112	181	26	383734	-1.2642	0.89692	EOGT
ENSG00000144747	3	69068978	69101484	81	16	383531	-0.85823	0.80462	TMF1
ENSG00000144744	3	69103881	69129559	63	13	385029	-1.5985	0.94503	UBA3
ENSG00000144746	3	69134095	69155217	69	15	382822	0.68831	0.24563	ARL6IP5
ENSG00000163380	3	69156023	69172183	66	14	385852	0.9429	0.17287	LMOD3
ENSG00000114541	3	69219141	69591734	1506	113	383778	-1.6117	0.94649	FRMD4B
ENSG00000187098	3	69788586	70017488	818	36	385044	-0.81311	0.79192	MITF
ENSG00000114861	3	71003844	71633140	1699	150	383967	0.88739	0.18744	FOXP1
ENSG00000163412	3	71724567	71803924	279	33	383933	1.2939	0.097853	EIF4E3
ENSG00000170837	3	71803201	71805647	4	2	384520	-0.62076	0.73262	GPR27
ENSG00000163421	3	71820807	71834357	38	12	382020	0.34611	0.36463	PROK2
ENSG00000163602	3	72420976	72496069	202	35	385251	-1.2279	0.89026	RYBP
ENSG00000144736	3	72798428	72911065	210	18	383852	1.4601	0.072125	SHQ1
ENSG00000172986	3	72937224	73047289	357	29	384186	1.2884	0.098811	GXYLT2
ENSG00000163605	3	73045936	73118350	292	14	385643	3.1763	0.00074588	PPP4R2
ENSG00000255423	3	73110810	73112488	8	2	386246	3.3878	0.00035232	EBLN2
ENSG00000121440	3	73431584	73674091	795	86	384096	0.71989	0.2358	PDZRN3
ENSG00000113805	3	74311719	74570291	766	77	383947	-0.69509	0.7565	CNTN3
ENSG00000227124	3	75758794	75834734	88	9	384774	0.73817	0.23021	ZNF717
ENSG00000185008	3	75955846	77699115	6145	270	384385	1.5661	0.058666	ROBO2
ENSG00000169855	3	78646390	79816965	3658	153	385023	-1.6764	0.95317	ROBO1
ENSG00000114480	3	81538850	81811312	769	47	385509	1.3327	0.091315	GBE1
ENSG00000175161	3	85008132	86123579	4212	83	385233	0.36849	0.35625	CADM2
ENSG00000206538	3	86987119	87040269	153	19	385561	-0.91217	0.81916	VGLL3
ENSG00000083937	3	87276421	87304698	88	19	385002	2.4445	0.0072523	CHMP2B
ENSG00000064835	3	87308554	87325737	44	12	385254	2.8414	0.0022455	POU1F1
ENSG00000179097	3	88039846	88042919	9	6	385047	2.4492	0.007159	HTR1F
ENSG00000163320	3	88101094	88199035	320	14	385937	3.5662	0.0001811	CGGBP1
ENSG00000229729	3	88108424	88188123	259	13	385961	3.7249	9.7707e-05	RP11-159G9.5
ENSG00000175105	3	88188254	88193815	19	8	386329	3.8305	6.3947e-05	ZNF654
ENSG00000179021	3	88198893	88217879	58	10	385987	3.6075	0.00015458	C3orf38
ENSG00000044524	3	89156674	89531284	1031	49	385047	0.19686	0.42197	EPHA3
ENSG00000184500	3	93591881	93692910	186	59	385346	-0.62137	0.73282	PROS1
ENSG00000169379	3	93698983	93774512	131	42	385818	-0.89174	0.81373	ARL13B
ENSG00000178750	3	93733213	93747454	25	11	385638	-0.56499	0.71396	STX19
ENSG00000178700	3	93766680	93782233	26	12	386207	-0.5313	0.7024	DHFRL1
ENSG00000178694	3	93781760	93847389	159	30	385641	-0.98007	0.83647	NSUN3
ENSG00000269028	3	96335981	96337000	4	2	386353	0.49778	0.30932	MTRNR2L12
ENSG00000080224	3	96533425	97471304	2762	85	385696	-0.18723	0.57426	EPHA6
ENSG00000113966	3	97483365	97519953	95	17	384468	-0.43836	0.66944	ARL6
ENSG00000233280	3	97540884	97594132	91	14	384586	-0.39976	0.65533	CRYBG3
ENSG00000080200	3	97595819	97663810	113	15	384879	-0.35902	0.64021	CRYBG3
ENSG00000170854	3	97660662	97691301	51	18	383803	0.88709	0.18751	MINA
ENSG00000196578	3	97806017	97806946	6	3	386525	1.4757	0.07001	OR5AC2
ENSG00000231192	3	97851542	97852483	7	3	386349	-0.069289	0.52762	OR5H1
ENSG00000236032	3	97868170	97869249	13	2	386518	-1.0242	0.84714	OR5H14
ENSG00000233412	3	97887544	97888485	10	4	386347	0.89314	0.18589	OR5H15
ENSG00000230301	3	97983088	97984200	16	6	386118	-0.68502	0.75333	OR5H6
ENSG00000197938	3	98001732	98002676	7	4	386216	-0.83278	0.79752	OR5H2
ENSG00000196098	3	98072698	98073663	3	2	386285	-0.57472	0.71726	OR5K4
ENSG00000206536	3	98109510	98110475	8	2	386531	-0.22372	0.58851	OR5K3
ENSG00000232382	3	98188324	98189420	7	4	386129	-1.3311	0.90842	OR5K1
ENSG00000231861	3	98216448	98217496	2	1	386106	-0.58797	0.72172	OR5K2
ENSG00000080822	3	98216756	98241910	68	17	385578	-1.8997	0.97126	CLDND1
ENSG00000080819	3	98239976	98312567	270	43	383801	-0.17183	0.56821	CPOX
ENSG00000154165	3	98250743	98251960	5	3	384107	-0.64011	0.73895	GPR15
ENSG00000064225	3	98451080	98540045	309	34	385330	-0.073462	0.52928	ST3GAL6
ENSG00000057019	3	98514785	98620533	433	27	385864	-0.68086	0.75202	DCBLD2
ENSG00000144810	3	99357319	99518070	537	49	385332	0.67932	0.24847	COL8A1
ENSG00000184220	3	99536678	99897447	1008	39	385872	-0.59582	0.72435	CMSS1
ENSG00000168386	3	99548985	99833357	834	27	385944	-0.37053	0.64451	FILIP1L
ENSG00000235156	3	99904531	99913035	34	11	383584	-1.02	0.84614	TMEM30C
ENSG00000036054	3	99979844	100044095	245	22	385935	-0.22483	0.58894	TBC1D23
ENSG00000114021	3	100053545	100075710	73	17	384324	-0.065941	0.52629	NIT2
ENSG00000154174	3	100082275	100120242	126	25	385752	-0.32339	0.6268	TOMM70A
ENSG00000206535	3	100120037	100175163	191	34	385415	-0.77644	0.78125	LNP1
ENSG00000181458	3	100211463	100296288	345	26	385089	1.3571	0.087367	TMEM45A
ENSG00000144820	3	100328433	100414323	385	18	385895	-1.3859	0.91711	GPR128
ENSG00000114354	3	100428205	100467810	173	12	386202	-1.3955	0.91857	TFG
ENSG00000154175	3	100468000	100712359	894	59	384921	0.090795	0.46383	ABI3BP
ENSG00000081148	3	100941390	101039404	280	22	385831	0.89032	0.18665	IMPG2
ENSG00000138468	3	101043049	101232085	668	20	385558	2.2903	0.011003	SENP7
ENSG00000174173	3	101280706	101285290	16	6	385628	2.61	0.0045265	TRMT10C
ENSG00000081154	3	101292939	101313281	68	16	385392	2.2153	0.013368	PCNP
ENSG00000066422	3	101367733	101396339	79	18	385962	2.5401	0.0055407	ZBTB11
ENSG00000114391	3	101399935	101405626	16	8	384951	2.4143	0.007883	RPL24
ENSG00000182504	3	101442769	101489406	96	22	385812	2.367	0.0089669	CEP97
ENSG00000144815	3	101498046	101547073	117	21	384976	1.9512	0.025516	NXPE3
ENSG00000144802	3	101546835	101579866	58	24	384637	0.57839	0.2815	NFKBIZ
ENSG00000170044	3	101818088	102198685	965	54	384278	0.97045	0.16591	ZPLD1
ENSG00000170017	3	105085753	105295744	798	49	385121	0.62128	0.26721	ALCAM
ENSG00000114423	3	105374305	105588396	689	39	384993	-0.50346	0.69268	CBLB
ENSG00000138483	3	107096188	107097481	10	6	386120	0.92173	0.17833	CCDC54
ENSG00000114439	3	107241783	107530171	788	57	384697	0.77872	0.21807	BBX
ENSG00000196776	3	107762145	107809872	92	24	381814	-0.39559	0.65379	CD47
ENSG00000114446	3	107879659	107941417	347	7	385510	1.0122	0.15572	IFT57
ENSG00000114455	3	108015376	108097132	357	30	385094	2.0664	0.019396	HHLA2
ENSG00000144821	3	108099216	108248169	571	57	385603	1.9489	0.025651	MYH15
ENSG00000163507	3	108268716	108308491	106	29	385710	1.986	0.023515	KIAA1524
ENSG00000198919	3	108308529	108413693	233	37	385697	1.63	0.051553	DZIP3
ENSG00000163515	3	108462271	108476231	48	13	385669	0.64295	0.26013	RETNLB
ENSG00000163519	3	108541545	108573852	113	27	384983	0.60644	0.27211	TRAT1
ENSG00000138472	3	108626639	108672742	196	29	385263	-0.13163	0.55236	GUCA1C
ENSG00000114487	3	108677086	108836989	658	28	386062	0.0094322	0.49624	MORC1
ENSG00000163530	3	109012635	109035364	57	19	382219	-0.48897	0.68757	DPPA2
ENSG00000121570	3	109044988	109056419	55	10	385859	-0.16049	0.56375	DPPA4
ENSG00000206532	3	110607231	110612323	13	6	386037	0.62577	0.26573	RP11-553A10.1
ENSG00000177707	3	110788918	110994410	613	63	385624	0.20674	0.4181	PVRL3
ENSG00000153283	3	111011566	111384597	1385	81	384612	1.0406	0.14904	CD96
ENSG00000177494	3	111311747	111314290	8	4	386193	-2.345	0.99049	ZBED2
ENSG00000240891	3	111393523	111565294	749	58	384633	2.0255	0.02141	PLCXD2
ENSG00000144824	3	111451344	111695364	1123	68	385004	1.2454	0.1065	PHLDB2
ENSG00000144827	3	111697857	111712210	76	14	385510	-0.49976	0.69138	ABHD10
ENSG00000144834	3	111717511	111732734	93	23	382104	0.43217	0.33281	TAGLN3
ENSG00000176040	3	111753690	111800116	318	28	384841	0.58006	0.28094	TMPRSS7
ENSG00000114529	3	111805182	111849851	174	20	385596	0.79733	0.21263	C3orf52
ENSG00000174500	3	111839688	111852152	40	12	384475	1.0622	0.14406	GCSAM
ENSG00000172139	3	111859734	112013105	729	29	385081	1.6276	0.051809	SLC9C1
ENSG00000091972	3	112051194	112081659	114	19	385326	0.96746	0.16666	CD200
ENSG00000186265	3	112182815	112218408	88	15	385656	-0.47153	0.68137	BTLA
ENSG00000144848	3	112251356	112280893	107	12	385922	0.21612	0.41445	ATG3
ENSG00000138459	3	112280556	112304424	103	16	385844	0.16816	0.43323	SLC35A5
ENSG00000091986	3	112323407	112368377	161	34	385082	-0.84377	0.8006	CCDC80
ENSG00000206531	3	112534556	112565703	148	22	386078	-1.0854	0.86112	CD200R1L
ENSG00000163606	3	112640056	112693969	265	28	385908	1.4186	0.07801	CD200R1
ENSG00000163607	3	112709765	112733907	95	25	386006	0.2597	0.39755	GTPBP8
ENSG00000163608	3	112721287	112738708	67	20	385935	-0.25256	0.5997	C3orf17
ENSG00000144857	3	112929850	113006303	311	45	384824	1.4667	0.071227	BOC
ENSG00000206530	3	113005777	113160457	696	32	385983	3.03	0.0012226	WDR52
ENSG00000163611	3	113161565	113234034	329	22	386074	2.5235	0.0058093	SPICE1
ENSG00000072858	3	113251143	113348425	370	39	384712	2.9152	0.001777	SIDT1
ENSG00000176542	3	113367232	113415493	78	12	385337	-0.84099	0.79982	KIAA2018
ENSG00000121579	3	113435307	113465147	45	9	385463	-0.089774	0.53577	NAA50
ENSG00000114573	3	113465866	113530903	105	9	385362	-0.097992	0.53903	ATP6V1A
ENSG00000178075	3	113547029	113666021	263	36	382199	0.17772	0.42947	GRAMD1C
ENSG00000184307	3	113666748	113684248	36	13	383497	1.8078	0.035316	ZDHHC23
ENSG00000163617	3	113682984	113775460	166	33	383892	0.7023	0.24125	KIAA1407
ENSG00000151576	3	113724680	113807269	179	30	383617	0.48016	0.31556	QTRTD1
ENSG00000151577	3	113847499	113918254	245	39	385249	1.0183	0.15427	DRD3
ENSG00000174255	3	113953483	113956425	15	7	385797	1.6751	0.046956	ZNF80
ENSG00000181847	3	113995760	114029135	76	26	384466	0.53395	0.29669	TIGIT
ENSG00000181722	3	114056941	114866118	2005	130	384870	3.7387	9.2472e-05	ZBTB20
ENSG00000172020	3	115342171	115440337	279	53	383128	0.087552	0.46512	GAP43
ENSG00000185565	3	115521235	117716095	7927	361	384711	5.3429	4.5739e-08	LSAMP
ENSG00000144847	3	118619404	118864915	890	60	385490	0.1749	0.43058	IGSF11
ENSG00000163424	3	118864997	118878889	63	15	386326	1.348	0.088825	C3orf30
ENSG00000251012	3	118866222	118906654	180	33	385693	1.269	0.10222	RP11-484M3.5
ENSG00000114638	3	118892364	118924000	128	31	384663	1.3858	0.082897	UPK1B
ENSG00000121578	3	118930579	118959950	153	27	385807	0.78168	0.2172	B4GALT4
ENSG00000031081	3	119013220	119139561	571	70	384965	0.55922	0.28801	ARHGAP31
ENSG00000176142	3	119148347	119187677	120	18	385993	0.3679	0.35647	TMEM39A
ENSG00000163389	3	119187785	119213555	86	19	385672	0.22296	0.41179	POGLUT1
ENSG00000113845	3	119217379	119243937	109	18	385917	0.39987	0.34463	TIMMDC1
ENSG00000121594	3	119243140	119278449	144	31	384155	0.12903	0.44867	CD80
ENSG00000144843	3	119298115	119308792	32	15	383461	0.92691	0.17699	ADPRH
ENSG00000144837	3	119316689	119348658	141	16	384508	-0.82592	0.79557	PLA1A
ENSG00000121577	3	119355304	119384171	126	17	385101	0.21075	0.41654	POPDC2
ENSG00000138495	3	119373360	119396301	107	14	386179	0.88093	0.18918	COX17
ENSG00000183833	3	119421869	119485949	192	28	385728	0.50319	0.30742	MAATS1
ENSG00000144852	3	119499331	119537332	164	34	384964	1.5925	0.055641	NR1I2
ENSG00000082701	3	119540170	119813264	833	41	385900	1.2604	0.10376	GSK3B
ENSG00000175697	3	119883492	120003941	450	37	385889	1.1902	0.11698	GPR156
ENSG00000163428	3	120043356	120068186	96	18	385452	0.43556	0.33158	LRRC58
ENSG00000163430	3	120111140	120170100	225	37	384860	1.6447	0.050017	FSTL1
ENSG00000065518	3	120315156	120321347	27	7	382766	1.6236	0.052236	NDUFB4
ENSG00000113924	3	120347020	120401418	237	43	382864	-0.3386	0.63254	HGD
ENSG00000144840	3	120405528	120461840	137	32	384470	0.86206	0.19433	RABL3
ENSG00000153767	3	120461484	120501916	106	26	385488	0.067601	0.47305	GTF2E1
ENSG00000145087	3	120626919	121143608	2051	41	385960	0.53702	0.29563	STXBP5L
ENSG00000051341	3	121150278	121264853	314	28	385979	-1.2066	0.8862	POLQ
ENSG00000186103	3	121289551	121305481	80	11	383349	-0.25444	0.60042	ARGFX
ENSG00000163833	3	121311966	121349139	140	32	382831	-0.01524	0.50608	FBXO40
ENSG00000180353	3	121350246	121379774	91	15	385915	0.023638	0.49057	HCLS1
ENSG00000173230	3	121382046	121468602	190	28	386077	-0.27945	0.61005	GOLGB1
ENSG00000173226	3	121488610	121553926	240	20	385985	0.24329	0.40389	IQCB1
ENSG00000145088	3	121554030	121605373	158	14	385617	-0.23941	0.59461	EAF2
ENSG00000163406	3	121612936	121662949	178	6	385955	-0.23941	0.59461	SLC15A2
ENSG00000145103	3	121706170	121741051	89	21	381435	0.45627	0.3241	ILDR1
ENSG00000114013	3	121774213	121839983	183	43	384862	1.6877	0.045735	CD86
ENSG00000036828	3	121902530	122005342	453	35	385342	3.0881	0.0010073	CASR
ENSG00000121552	3	122044091	122060819	58	12	385123	1.6423	0.050265	CSTA
ENSG00000160124	3	122078438	122102078	81	19	384589	0.14154	0.44372	CCDC58
ENSG00000114023	3	122103023	122131181	102	18	384822	1.0293	0.15166	FAM162A
ENSG00000196981	3	122130715	122134882	12	7	386042	1.764	0.038867	WDR5B
ENSG00000114030	3	122140796	122233792	263	24	385897	1.317	0.093924	KPNA1
ENSG00000138496	3	122246771	122283424	102	18	385414	1.6508	0.049391	PARP9
ENSG00000163840	3	122283085	122294050	28	14	382397	0.52151	0.301	DTX3L
ENSG00000173200	3	122296449	122357894	336	32	385167	-0.59488	0.72404	PARP15
ENSG00000173193	3	122399465	122449687	202	28	385373	-1.7515	0.96007	PARP14
ENSG00000169087	3	122458846	122512671	178	21	385771	-1.2684	0.89768	HSPBAP1
ENSG00000138463	3	122513642	122599986	248	36	385225	-0.82079	0.79412	DIRC2
ENSG00000082684	3	122628041	122747452	418	60	383897	-0.58437	0.72051	SEMA5B
ENSG00000065485	3	122785909	122944074	539	51	384505	-0.27737	0.60925	PDIA5
ENSG00000121542	3	122920774	122992977	267	8	385896	0.9063	0.18239	SEC22A
ENSG00000173175	3	123001143	123168605	545	46	384740	0.79955	0.21199	ADCY5
ENSG00000206527	3	123209667	123304032	325	23	385586	-0.66642	0.74743	PTPLB
ENSG00000065534	3	123328896	123603178	714	72	385599	1.8956	0.029007	MYLK
ENSG00000175455	3	123616152	123680564	191	22	385539	0.64386	0.25983	CCDC14
ENSG00000065371	3	123687368	123711025	70	17	384098	0.059253	0.47638	ROPN1
ENSG00000160145	3	123798870	124445172	2653	131	384421	-0.6369	0.7379	KALRN
ENSG00000114491	3	124449213	124464040	63	12	385689	-1.0604	0.85551	UMPS
ENSG00000082781	3	124480795	124620265	546	34	385333	-1.6811	0.95363	ITGB5
ENSG00000173702	3	124624289	124672663	192	38	384627	-1.9287	0.97312	MUC13
ENSG00000173706	3	124684554	124774802	312	31	384990	0.10696	0.45741	HEG1
ENSG00000221955	3	124801480	124998021	807	93	384066	1.6857	0.045931	SLC12A8
ENSG00000163848	3	124944405	125094198	358	19	385578	1.4058	0.079895	ZNF148
ENSG00000114520	3	125165495	125239041	279	23	385761	-0.30305	0.61907	SNX4
ENSG00000144909	3	125247702	125313934	282	20	385332	0.30799	0.37904	OSBPL11
ENSG00000189366	3	125648118	125655882	35	4	383675	1.6441	0.050078	ALG1L
ENSG00000114547	3	125687987	125702297	41	15	385163	1.6356	0.050963	ROPN1B
ENSG00000114544	3	125725198	125820404	452	27	385839	2.4115	0.0079441	SLC41A3
ENSG00000144908	3	125822412	125916837	463	45	384919	1.346	0.089157	ALDH1L1
ENSG00000163884	3	126061478	126076285	25	9	383669	-0.9573	0.83079	KLF15
ENSG00000163885	3	126113782	126155399	190	37	383767	1.3877	0.082611	CCDC37
ENSG00000070476	3	126156444	126194762	158	23	385398	2.1793	0.014654	ZXDC
ENSG00000159650	3	126200124	126236616	192	45	383267	-0.56255	0.71313	UROC1
ENSG00000180767	3	126243126	126262134	114	22	385725	0.056792	0.47736	CHST13
ENSG00000180697	3	126245842	126277808	195	31	385459	-0.1089	0.54336	C3orf22
ENSG00000197763	3	126290622	126373998	280	26	385293	1.8515	0.032048	TXNRD3
ENSG00000206483	3	126290625	126327398	120	23	384682	1.7347	0.041395	TXNRD3NB
ENSG00000159685	3	126423063	126679249	802	38	385840	1.3394	0.090228	CHCHD6
ENSG00000114554	3	126707437	126756235	190	26	385733	1.0289	0.15177	PLXNA1
ENSG00000214324	3	126911974	126917025	13	6	382756	0.30564	0.37994	C3orf56
ENSG00000163870	3	127291912	127317094	67	14	385674	0.74941	0.2268	TPRA1
ENSG00000073111	3	127317066	127341276	64	25	385703	0.53694	0.29566	MCM2
ENSG00000114631	3	127348024	127391652	118	23	385887	-0.27503	0.60836	PODXL2
ENSG00000114626	3	127391778	127399768	27	12	386044	1.575	0.057628	ABTB1
ENSG00000074416	3	127407909	127542051	433	56	382853	-0.70459	0.75947	MGLL
ENSG00000187715	3	127634075	127706514	185	25	385019	1.1821	0.11859	KBTBD12
ENSG00000058262	3	127770484	127790526	51	4	385504	0.15024	0.44029	SEC61A1
ENSG00000175792	3	127783621	127872757	239	19	385783	0.10191	0.45942	RUVBL1
ENSG00000132394	3	127872297	128127485	683	34	385670	0.21786	0.41377	EEFSEC
ENSG00000179407	3	128181282	128186091	24	8	383272	-0.24722	0.59763	DNAJB8
ENSG00000179348	3	128198270	128212028	46	16	384682	1.7835	0.037254	GATA2
ENSG00000198685	3	128290843	128294929	27	11	383408	2.0906	0.018281	C3orf27
ENSG00000163902	3	128338817	128399918	213	26	385459	-0.90961	0.81849	RPN1
ENSG00000075785	3	128444965	128533639	394	29	386093	2.6809	0.0036712	RAB7A
ENSG00000177646	3	128598439	128634910	180	22	385927	0.38587	0.3498	ACAD9
ENSG00000114656	3	128628709	128721533	377	38	385785	0.44148	0.32943	KIAA1257
ENSG00000187695	3	128628717	128690173	259	26	385702	0.5876	0.2784	RP11-723O4.6
ENSG00000114654	3	128720472	128759585	111	23	385431	1.3396	0.090187	EFCC1
ENSG00000169704	3	128779610	128781249	5	3	385827	1.6162	0.053025	GP9
ENSG00000172780	3	128806412	128841644	93	19	385927	-0.62272	0.73326	RAB43
ENSG00000261796	3	128806418	128879879	186	31	385765	-0.79118	0.78558	ISY1-RAB43
ENSG00000240682	3	128846258	128880136	77	22	385461	-1.2032	0.88555	ISY1
ENSG00000169714	3	128888327	128902765	30	17	385661	-0.15502	0.5616	CNBP
ENSG00000181789	3	128968449	128996614	129	16	386126	-1.2425	0.89297	COPG1
ENSG00000183624	3	128997671	129025029	101	14	385410	-1.4135	0.92124	HMCES
ENSG00000184897	3	129033615	129035120	8	3	385485	-0.62524	0.73409	H1FX
ENSG00000172771	3	129120164	129147494	153	17	386209	0.20189	0.42	EFCAB12
ENSG00000129071	3	129149787	129158878	32	9	386299	-0.029145	0.51163	MBD4
ENSG00000163913	3	129158968	129239198	320	24	386039	0.63481	0.26278	IFT122
ENSG00000163914	3	129247483	129254012	28	10	385960	0.66653	0.25254	RHO
ENSG00000178804	3	129262057	129270310	38	10	385731	-0.25948	0.60237	H1FOO
ENSG00000004399	3	129274018	129325661	217	31	384804	2.9222	0.001738	PLXND1
ENSG00000172765	3	129366635	129612419	420	35	385627	1.9324	0.026655	TMCC1
ENSG00000170893	3	129693148	129696781	22	5	385121	0.8066	0.20995	TRH
ENSG00000172752	3	130064359	130203688	579	39	385631	-1.4538	0.927	COL6A5
ENSG00000206384	3	130279178	130396999	284	39	385301	0.36203	0.35866	COL6A6
ENSG00000196455	3	130397779	130465673	192	15	385937	0.64684	0.25887	PIK3R4
ENSG00000017260	3	130569439	130735556	456	50	385500	-0.24604	0.59718	ATP2C1
ENSG00000034533	3	130732719	130746493	37	8	385746	-0.30868	0.62122	ASTE1
ENSG00000114670	3	130745694	131069309	1007	48	385699	0.43613	0.33137	NEK11
ENSG00000198585	3	131100515	131107674	14	8	385208	0.66849	0.25191	NUDT16
ENSG00000114686	3	131181056	131221827	120	24	385921	-0.71166	0.76166	MRPL3
ENSG00000196353	3	131252399	132004254	3334	117	384503	0.39428	0.34669	CPNE4
ENSG00000014257	3	132036211	132087142	219	20	383717	1.5052	0.066137	ACPP
ENSG00000138246	3	132136370	132257876	300	29	385353	0.83134	0.20289	DNAJC13
ENSG00000240303	3	132276982	132379567	215	28	385702	1.5534	0.060164	ACAD11
ENSG00000113971	3	132276986	132441303	342	32	385565	1.3625	0.086516	NPHP3
ENSG00000129048	3	132316081	132337811	47	13	385704	1.4196	0.077867	ACKR4
ENSG00000081307	3	132373290	132396941	38	11	385837	1.2422	0.10709	UBA5
ENSG00000144868	3	132757235	133116636	1210	53	384185	0.14253	0.44333	TMEM108
ENSG00000170819	3	133118839	133194066	257	37	383559	0.97824	0.16398	BFSP2
ENSG00000091527	3	133292574	133309105	51	10	385776	1.0899	0.13788	CDV3
ENSG00000163781	3	133317019	133380737	205	23	386008	1.0743	0.14135	TOPBP1
ENSG00000091513	3	133464800	133497850	137	23	383718	0.065935	0.47371	TF
ENSG00000144867	3	133502877	133544616	134	28	384902	0.6217	0.26707	SRPRB
ENSG00000154917	3	133543083	133614680	269	61	384277	1.8066	0.035413	RAB6B
ENSG00000221972	3	133646992	133648656	4	2	386182	0.73473	0.23125	C3orf36
ENSG00000174640	3	133651540	133771028	437	66	383922	0.83185	0.20275	SLCO2A1
ENSG00000163785	3	133784147	133969689	619	34	385098	-1.0844	0.86092	RYK
ENSG00000114019	3	134074716	134094321	52	14	384860	0.80372	0.21078	AMOTL2
ENSG00000129055	3	134196548	134205558	23	4	384899	-0.33416	0.63087	ANAPC13
ENSG00000182923	3	134204585	134293859	263	11	386041	-0.52437	0.69999	CEP63
ENSG00000154928	3	134316643	134979309	2419	188	384568	-0.85792	0.80453	EPHB1
ENSG00000174611	3	134321980	134370478	159	15	384198	0.2864	0.38729	KY
ENSG00000073711	3	135684515	135866733	526	34	385131	1.2019	0.1147	PPP2R3A
ENSG00000174579	3	135867764	135916083	134	23	385281	1.6999	0.044572	MSL2
ENSG00000114054	3	135969148	136056738	281	31	385486	1.1309	0.12906	PCCB
ENSG00000118007	3	136055077	136471220	1333	32	386012	1.5218	0.064035	STAG1
ENSG00000168917	3	136537489	136574734	129	11	385995	0.83911	0.2007	SLC35G2
ENSG00000158092	3	136581050	136668665	268	16	385733	0.76502	0.22213	NCK1
ENSG00000174564	3	136665072	136729927	126	33	383876	0.21652	0.41429	IL20RB
ENSG00000168875	3	137483579	137484396	1	1	385936	1.9576	0.02514	SOX14
ENSG00000066405	3	137717577	137752494	78	12	384202	0.11954	0.45242	CLDN18
ENSG00000158163	3	137780832	137834660	186	20	385439	0.015651	0.49376	DZIP1L
ENSG00000118017	3	137842560	137851229	21	4	384736	-0.49141	0.68843	A4GNT
ENSG00000138231	3	137879854	137893791	39	9	385921	-0.31564	0.62386	DBR1
ENSG00000114098	3	137906109	138017231	165	41	384423	1.0906	0.13773	ARMC8
ENSG00000181322	3	137980279	138048728	106	36	384525	2.2794	0.011323	NME9
